0,1,2,3,4,5,6,7,8,9,10,11
,,,"(Roads)),  
Dhubri - SIDE BERM & SIDE SLOPES ERRODED OF DHUBRI PATAMARI ROAD 
FROM CH. 11100.00 M TO 11500.00 M (Date-19-06-2023) | DHUBRI PATAMARI 
ROAD | | (Long - 89.876455, Lat - 25.999979, Dept - PWD (Roads)),  
SIDE BERM & SIDE SLOPES ERRODED OF KANURI DIMAKURI ROAD AT 10TH 
KM & 11TH KM (Date-19-06-2023) | KANURI DIMAKURI ROAD | | (Long - 
89.822909, Lat - 26.022217, Dept - PWD (Roads)),  
Gauripur - ALOMGANJ TO FULKATARI ROAD AT 1ST TO 3rd KM ROADS HAVE 
BEEN BADLY DAMAGED DUE TO HEAVY RAIN FALLING (Dated-20-06-2023) | 
ALOMGANJ TO FULKATARI | | (Long - 89.810114, Lat - 26.047601, Dept - PWD 
(Roads)),  
NH17 TO ASHARIKANDI ROAD HAVE BEEN BADLY DAMAGED DUE TO 
HEAVY RAIN FALLING (Dated-20-06-2023) | ASHARIKANDI | | (Long - 89.997692, 
Lat - 26.092156, Dept - PWD (Roads)),  
MADAIKHALI TO DALSINGHARARLGA ROAD HAVE BEEN BADLY DAMAGED 
DUE TO HEAVY RAIN FALLING (Dated-20-06-2023) | MADAIKHALI TO 
DALSINGHARARLGA | | (Long - 89.997472, Lat - 26.086477, Dept - PWD (Roads)),  
ASHARIKANDI TO KANAIMORE ROAD HAVE BEEN BADLY DAMAGED DUE 
TO HEAVY RAIN FALLING (Dated-20-06-2023) | ASHARIKANDI TO KANAIMORE 
| | (Long - 90.011358, Lat - 26.093428, Dept - PWD (Roads)),  
ALOMGANG TO SILAIRPAR ROAD HAVE BEEN BADLY DAMAGED DUE TO 
HEAVY RAIN FALLING (Dated-20-06-2023) | ALOMGANG TO SILAIRPAR | | (Long 
- 90.002450, Lat - 26.126685, Dept - PWD (Roads)),  
SAHEBGANJ BAZAR TO RUPSHI ROAD HAVE BEEN BADLY DAMAGED DUE 
TO HEAVY RAIN FALLING (Dated-20-06-2023) | SAHEBGANJ BAZAR TO RUPSHI 
| | (Long - 89.892234, Lat - 26.119854, Dept - PWD (Roads)),  
ALOMGANG PT-VIII TO HAZARIJHORNA ( ROAD WASHED FOR A LENGTH OF 
15M AT CHAINAGE 850.00 MTR) (Dated-20-06-2023) | ALOMGANG | | (Long - 
90.043521, Lat - 26.141364, Dept - PWD (Roads)),  
PANBARI TO CHITALKATI PMGSY ROAD ( RETURN WALL OF CULVERT 
DAMAGED AT CHAINAGE 1925M AND SIDE BERM ERODED AT 2ND TO 4TH 
KM) (Dated-20-06-2023) | PANBARI | | (Long - 90.058618, Lat - 26.145458, Dept - 
PWD (Roads)),  
KHUDIMARI DUMUDAHA KALAHAT BINNACHARA ROAD AT 3RD KM AND 
6TH KM ( SIDE BERM DAMAGED AND HARD CRUST DAMAGED ) (Dated-20-06-
2023) | KHUDIMARI DUMUDAHA KALAHAT BINNACHARA | | (Long - 89.894802, 
Lat - 26.079135, Dept - PWD (Roads)),  
ASHARIKANDI TO GHEGERALGA ROAD TO SYAMCHARENERKHUTI ROADS 
SIDE BERM, HARD CRUSRT HAVE BEEN BADLY DAMAGED AND ERRODED 
(Dated-20-06-2023) | ASHARIKANDI | | (Long - 90.016990, Lat - 26.090670, Dept - 
PWD (Roads)),  
3RD KM OF ALAMGANG SILAIRPAR ROAD TO SYAMCHARENERKHUTI 
ROADS SIDE BERM, HARD CRUSRT HAVE BEEN BADLY DAMAGED AND 
ERRODED (Dated-20-06-2023) | SILAIRPAR | | (Long - 89.993936, Lat - 26.128444, 
Dept - PWD (Roads)),  
Bilasipara - NH-31 TO NATUN LAWPARA ROAD, PMGSY, PACKAGE NO. AS-05-
161 ROAD SUBMERDGE AT 1st KM DUE TO FLOOD WATER OF SANKOSH 
RIVER . (DATED 19-06-2023 TO 20-06-2023) | NH-31 TO NATUN LAWPARA 
ROAD, PMGSY, | | (Long - 90.182712, Lat - 26.235269, Dept - PWD (Roads)),  
NH-31 TO PASUARKHAL PT-III ROAD, PMGSY, PACKAGE NO. AS-05-102 ROAD 
SUBMERGED 1st KM DUE TO FLOOD WATER OF SANKOSH RIVER (DATED 19-
06-2023 TO 20-06-2023) | NH-31 TO PASUARKHAL PT-III ROAD, PMGSY, | | (Long 
- 90.179333, Lat - 26.227008, Dept - PWD (Roads)),  
NH-31 TO PASUARKHAL PT-I ROAD, PMGSY, PACKAGE NO. AS-05-161 ROAD 
SUBMERGED 1ST KM DUE TO FLOOD WATER OF SANKOSH RIVER (DATED 
19-06-2023 TO 20-06-2023) | NH-31 TO PASUARKHAL PT-I ROAD, PMGSY, | | 
(Long - 90.183788, Lat - 26.229275, Dept - PWD (Roads)),  
6th KM OF BS ROAD TO CHOURARVITA ROAD SIDE BERM ERRODED AT CH. 
3rd KM AND 4th KM DUE TO HELL RIVER (DATED 19-06-2023 TO 20-06-2023) | 
BS ROAD TO CHOURARVITA ROAD | | (Long - 90.168843, Lat - 26.287396, Dept - 
PWD (Roads)),  
KRISHNANAGAR KAZAIKATA HUDURCHAR ROAD SIDE BERM ERRODED AT",,,,,,,,
,,,"CH. 3rd KM,4th KM,5th ,6th & 7th DUE TO GOURANG RIVER (DATED 19-06-2023 
TO 20-06-2023) | KRISHNANAGAR KAZAIKATA HUDURCHAR ROAD | | (Long - 
90.168843, Lat - 26.287396, Dept - PWD (Roads)),  
South Salmara Part - Satsia tiniali to poravita bazar road | Satsia | As pre report recived 
from EE PWRD, lakhipur Satsia tiniali to poravita bazar road damaged due to heavy 
rainfall at 1st km and 2 nd km aprox 70.00 m. (Dated-20-06-2023) | (Long - 90.125400, 
Lat - 25.980600, Dept - PWD (Roads))",,,,,,,,
,Kokrajhar,8,"Bhawraguri - Jogirbhita to Basirchor Road | At Ch. 400.00 m to Ch. 700.00m (Jogirbhita 
village) | As reported by AEE PWD RR Kachugaon on 21-06-2023 due to incessant heavy 
rainfall from 16th June, 2023 to till today at Jogirbhita village Jogirbhita to Basirchor 
Road ICBP Pavement damaged in some stretches. | (Long - 90.092284, Lat - 26.386147, 
Dept - PWD (Roads)),  
Bagribari - KAZIGAON TO BASBARI PMGSY ROAD | Kazigaon AT 1ST AND 2ND 
KM | As reported by Executive Engineer, PWRD Dhubri Civil Sub-Division Territorial 
Road Division, side berm eroded and, hard crust damaged due to heavy rainfall Date: 
21/06/2023 | (Long - 89.918737, Lat - 26.185413, Dept - PWD (Roads)),  
BASHBARI BAZAR TO MOLANDUBI ROAD | Bashbari Bazar AT 9th KM TO 11th 
KM | As reported by Executive Engineer, PWRD Dhubri Civil Sub-Division Territorial 
Road Division, side berm has been eroded due to heavy rainfall Date: 21/06/2023 | (Long 
- 89.879498, Lat - 26.264572, Dept - PWD (Roads)),  
Dotma - Chithila to Bhowraguri road. | Chithila | As reported by .Asstt. Exec. Engineer 
PWD Kokrajhar (RR) Sub-Division, on 21-06-2023 Chithila to Bhowraguri road 
embankment eroded at 6th KM | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Gossaigaon - No.2 Barzabil | Amlaiguri | As per report received from BDO Kachugaon 
dated 22.06.2023 due to heavy rainfall from 12.06.2023 a road damaged at No.2 Barzabil 
village near Amlaiguri LP School | (Long - 26.517922, Lat - 89.957798, Dept - P&RD),  
(Kokrajhar) At District - RAMFALBIL ATHIABARI ROAD | RAMFALBIL | AS 
REPORTED BY ASSTT. EXEC. ENGINEER, PWD KOKRAJHAR (RR) SUB-
DIVISION ON 22-06-2023 ROAD CH.5300.00 M. ON RAMFALBIL ATHIABARI 
ROAD ERRODED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
HARINAGURI TO DHUPGURI | HARINAGURI | AS REPORTED BY ASSTT. EXEC. 
ENGINEER, PWD KOKRAJHAR (RR) SUB-DIVISION ON 22-06-2023 ROAD AR 
CH. 0.00M, 250.00M AND 450.00M ON HARINAGURI TO DHUPGURI ROAD 
ERRODED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
BORAGARY-NARENGURY ROAD | BORAGARY | AS REPORTED BY HON’BLE 
MLA, ON 22-06-2023 BORAGARY-NARENGURY ROAD UNDER DOTMA 
REVENUE CIRCLE BREACHED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads))",,,,,,,,
,Lakhimpur,6,"Subansiri - Gogamukh to GHilamara Road | As reported by Dhakuakhana Territorial road 
division, Ghilamara the Gogamukh to Ghilamara road is damaged at 23KM near 
Ghilamara Tiniali (L=150M) on 22/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - 
PWD (Roads)),  
Chakuli to Akhoiphutia Road | As reported by Dhakuakhana Territorial road division, 
road embankment is affected in breach filling portion at 1st KM (L=45m) on Chakuli to 
Akhoiphutia Road on 22/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads)),  
Gogamukh to Ghilamara Road | As reported by Dhakuakhana Territorial road division, 
Ghilamara the approach road to Adarsha CBSE Vidyalaya at 21 KM on Gogamukh to 
Ghilamara Road is Damaged (L=75M) on 22/06/2023 | | (Long - 0.000000, Lat - 
0.000000, Dept - PWD (Roads)),  
Gogamukh to Ghilamara Road | As reported by Dhakuakhana Territorial road division, 
Ghilamara the approach road to Ghilamara PHC at 19 KM on Gogamukh to Ghilamara 
Road is Damaged (L=100M) on 22/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - 
PWD (Roads)),  
Mohbal to Bangkleng road | As reported by Dhakuakhana Territorial road division, 
Ghilamara the Breach portion on Mohbal to Bangkleng road is submerged (L=25M) on 
22/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Bolahi PWD to Balipukhuri ROad | As reported by Dhakuakhana Territorial road division, 
Ghilamara the Bolahi PWD to Balipukhuri road is damaged at 0.00M to 65.00M (L=65M) 
on 22/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,,
,Nalbari,24,"Barkhetri - Sidalkuchi Lachima to Amrattary road | Lachima | Due to incessant heavy 
rain for last few days the Sidalkuchi Lochima to Amrattary Road road surface , hurd-crust,",,,,,,,,
,,,"side- berm damaged at 1st KM as reported by AEE, PWRD, Barkhetri Territorial sub 
division. Dated: 22/06/2020 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Banekuchi - On 22/06/2023 at 10 am the PWD Road Kaithalkuchi Via Balizar to Nalbari 
submerged and damaged report from LM | Balizar | | (Long - 91.377064, Lat - 26.443289, 
Dept - PWD (Roads)),  
On 21/06/2023 at 11 am Chancharghat toKakatipara road ,Hume Pipe damaged and 
approach erroded and road submerged report from PWRD department | Chancharghat | | 
(Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
On 21/06/2023 Breach of extension Kaithalkuchi PWD Road at Nakerbari by river Mora 
Pagladia under RIDF XXVII report from PWRD department | Nakerbari (Kaithalkuchi ) | | 
(Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Barbhag - Arangomow Nakheti Road | Arangomow | report submitted by PWD ( Roads ) 
on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Athgahria Bukia road | Athgharia | report submitted by PWD ( Roads ) on 22/06/2023 | 
(Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Chanekuchi Uttarkuchi road | Chanekuchi | report submitted by PWD ( Roads ) on 
22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Bargacha to Sanekuchi via Hirapara Suburi | Bargacha | report submitted by PWD ( Roads 
) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Karia Mandaltola Ulabori road | Karia | report submitted by PWD ( Roads ) on 22/06/2023 
| (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Kahikuhci BHabanipur village road | Kahikuchi | report submitted by PWD ( Roads ) on 
22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Bagals road | Barkuriha | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 
0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Hajo Nalbari road | Bijulighat | crossed 3 nos bridge approached & side berm. report 
submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - 
PWD (Roads)),  
Dokoha LP School road via Kowarpur | Dokoha | report submitted by PWD ( Roads ) on 
22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Shymrai Dewalay & Kamarkuchi Shivmandir road | Kalag | report submitted by PWD ( 
Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Jaypal Dewalay road & Porakuchi village road | Khudradingdingi | report submitted by 
PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Sonkani Panbari & Khudrakukhati Village road | Sonkani | report submitted by PWD ( 
Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Paikarkuchi kamarkuchi road | Circle Office area | report submitted by PWD ( Roads ) on 
22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
GDB (Medical College road) 10th to 19th k.m. | Raimadha | Bridge approach and side 
berm eroded. report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 
0.000000, Dept - PWD (Roads)),  
Nalbari - Nalbari kamarkuchi road at Nalbari collage | Nalbari Collage | As per the report 
received from PWD, roads this road is submerged due to rain water,Reported by 
PWD(road) Dated: 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Shymrai satra to anukul mandir road | Sariyahatali | As per the report received from PWD, 
roads this road is submerged due to flood,Reported by PWD(road) Dated: 22/06/2023 | 
(Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Sahriyahtali Gosala suba road | Sariyahtali | As per the report received from PWD, roads 
this road is submerged due to flood,Reported by PWD(road) Dated: 22/06/2023 | (Long - 
0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Deharkuchi road | Deharkuchi | As per the report received from PWD, roads this road is 
submerged due to artificial flood,Reported by PWD(road) Dated: 22/06/2023 | (Long - 
0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Nalbari komarkuchi bridge approach | Barmurikona | As per the report received from 
PWD, roads this road is affected due to flood,Reported by PWD(road) Dated: 22/06/2023 
| (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Paschim Nalbari - Balowa Kumarikata Road | Kumarikata | Submerged due to rain water. 
Information received from PWD (R) Department on 22/06/2023 | (Long - 0.000000, Lat - 
0.000000, Dept - PWD (Roads))",,,,,,,,
,Tamulpur,9,"Tamulpur - Due to heavy rainfall Kauli Bazar T10 to Kaulipar No 1 Road retaining wall 
damaged on 21 June 2023 | Kaulipar | | (Long - 91.611478, Lat - 26.758631, Dept - PWD 
(Roads)),",,,,,,,,
,,,"Due to heavy rainfall Nabin Nagar to Kumarikata Kauli Road approach damaged on 21 
June 2023 | Nabin Nagar | | (Long - 91.602847, Lat - 26.755602, Dept - PWD (Roads)),  
Parbati Chowk to Kalipur Road( Ch- 21.00 wm to C-2350 wm) damaged (due to flood)on 
21 June 2023 | Kalipur | | (Long - 91.558495, Lat - 26.665158, Dept - PWD (Roads)),  
Sashipur to Khoirani Road( Ch. 2500wm to 2590 wm) (Culvert approach damaged due to 
flood. on 21 June 2023 | Patkejuli High School | | (Long - 91.487548, Lat - 26.763407, 
Dept - PWD (Roads)),  
Due to Heavy Rain Nagrijuli mission Road Approach of SLAB Culvert Eroded and 
Damaged on 21 June 2023 | Nagrijuli mission School | | (Long - 91.655301, Lat - 
26.715525, Dept - PWD (Roads)),  
Due to heavy rainfall Kumarikata Kaule Road Bridge Approach eroded on 21 June 2022 | 
Kauli Bazar | | (Long - 91.608810, Lat - 26.759431, Dept - PWD (Roads)),  
Chandanpur SSB Camp to Guabari Road erroded on 21 June 2022 | Chandanpur | | (Long 
- 91.617789, Lat - 26.758221, Dept - P&RD),  
Due to heavy rain Amayapur Hahkata Road Pkg No: AS-24-68(Ch-610 WM to 
18.60WM) road submerged in flood water on 21 June 2022 | Amaypur Hahkata | | (Long - 
91.530036, Lat - 26.593027, Dept - PWD (Roads)),  
Due to heavy Rain UT Road to Charivella on 21 June 2022 | Amaypur Hahkata | | (Long - 
26.593027, Lat - 91.530036, Dept - PWD (Roads))",,,,,,,,
,Udalguri,3,"Harisinga - Tangla Bhergaon road | Tangla Gaon | Due to heavy rainfall on 21st June 
2023 at Tangla Gaon village PWD road damage approximately 70 meters. | (Long - 
91.886500, Lat - 26.666200, Dept - PWD (Roads)),  
Bhergaon to Khagarabari road | Jabangahabi village | Pwd road damage at village 
Jabangahabi village due to heavy rainfall on 21st June 2023. Approximate damage 5meter 
| (Long - 91.803700, Lat - 26.664800, Dept - PWD (Roads)),  
Orangajuli to kanubasti road | NC Orangajuli village | Due to overflow of river Kalanadi 
on 21st June 2023 pwd road damage at NC orangajuli village . Approximate damage 
200meter | (Long - 91.844700, Lat - 26.814200, Dept - PWD (Roads))",,,,,,,,
,Total,92,,,,,,,,,
"Infrastruct
ure 
Damaged - 
Bridge","District/Su
b-division*","Numb
er",Details,,,,,,,,
,Biswanath,1,"Gohpur - Dubia Krishi Nola | At Dubia | The lower portion of the structure has been 
washed away due to flood on 21/06/23 | (Long - 93.701230, Lat - 26.907933, Dept - 
P&RD)",,,,,,,,
,Dhubri,1,"Dhubri - BRIDGE APPROACHES DAMAGED AND ERODED OF RCC BR. NO. 1/1 
ON D.G ROAD AT SAMSHANGHAT TO FALIMARI ROAD AT 1ST KM (Date-19-
06-2023) | FALIMARI | | (Long - 89.978474, Lat - 26.028429, Dept - PWD (Roads))",,,,,,,,
,Nalbari,1,"Nalbari - SPT Br No-2/1 Sp office to sariyahtali road | Sariyahtali | As per the report 
received from PWD, roads this bridge is affected due to flood, Dated: 22/06/2023 | (Long 
- 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,,
,Total,3,,,,,,,,,
"Infrastruct
ure 
Damaged - 
Wildlife",Nil,,,,,,,,,,
"Infrastruct
ure 
Damaged - 
Others","District/Su
b-division*",Other Details,,,,,,,,,
,Bajali,"Sarupeta - Anganwadi Centres Affected | As per the information received from Social Welfare 
deptt. 24 no. Korobaha AWC is submerge under water-dated: 22/06/2023 ,  
Anganwadi Centres Affected | As per the information received from Social Welfare deptt. 32 no. 
Karagari Pather AWC is submerge under water-dated: 22/06/2023 ,  
Anganwadi Centres Affected | As per the information received from Social Welfare deptt. 31 no. 
Karagari Pather AWC is submerge under water-dated: 22/06/2023 ,  
Anganwadi Centres Affected | As per the information received from Social Welfare deptt. 158 no. 
Banglipara AWC is submerge under water-dated: 22/06/2023 ,  
Anganwadi Centres Affected | As per the information received from Social Welfare deptt. 317 no. 
Korobaha pather AWC is submerge under water-dated: 22/06/2023 ,  
Anganwadi Centres Affected | As per the information received from Social Welfare deptt. 360 no. 
Porabharal Pallarpar AWC is submerge under water-dated: 22/06/2023 ,  
Anganwadi Centres Affected | As per the information received from Social Welfare deptt. 168 no. 
Porabharal-4 AWC is submerge under water-dated: 22/06/2023 ,",,,,,,,,,
,,"Anganwadi Centres Affected | As per the information received from Social Welfare deptt. 64 no. 
Porabharal -2 AWC is submerge under water-dated: 22/06/2023 ,  
Anganwadi Centres Affected | As per the information received from Social Welfare deppt. 65 no. 
porabharal-3 AWC is submerge under water-dated: 22/06/2023",,,,,,,,,
,"Bongaigao
n","Bongaigaon - Fisheries/Pond | One rearing Pond effected on 22/06/2023 at Korebari measuring 
water area 0.1 hector belong to Nijara Barman Location Coordinate : Lat : 26.499557 Lon: 
90.618257. Date-22.06.2023",,,,,,,,,
,Chirang,"Sidli - Irrigation Canal/Scheme Damaged | As reported by EE, Sidli Division (irrigation), Dhaligaon 
Breached of canal embankment of LBC-7 of Champamati Irrigation Project(Major) at Gossaigaon 
Village, Location - Latitude- 26.493442, Longitude-90.453036 Damage details- Length-40.00m, 
Breadth-5.00m, Depth-4.00m date of occurrence-21-06-2023",,,,,,,,,
,Darrang,"Mangaldoi - Bridge Approach Road Damaged | As reported by PWRD BRIDGE APPROACH 
DAMAGED at Naharbari of RCC BR NO.2/1. Dated 21/06/2023,  
Bridge Approach Road Damaged | As reported by PWRD BRIDGE APPROACH DAMAGED at 
Naharbari of SPT BR NO. ½ . Date 21/06/2023.,  
Culvert Approach Road Damaged | As reported by PWRD CULVERT DAMAGED, at Mangaldai 
town at SANTIPARA ROAD. Date 21/06/2023.,  
Power Dept. Poles | As reported by APDCL Mangaldai. Approx. 7 Nos of poles are damaged. Dated 
22/06/2023,  
Power Dept. Conductors | As reported by APDCL Mangaldai. Approx. 1.5 Km of conductor 
damaged. Dated 22/06/2023.,  
Patharighat - Power Dept. Conductors | AS reported by SDE, APDCL Sipajhar Sub Div. conductor 
damaged due to uproot of a tree at Sareng dated 22/06/2023.",,,,,,,,,
,Dhemaji,"Jonai - Agri Bundh Damaged | P&RD Deptt. flood protection agri bundh at Misamora Tiniali to 
Nawkata under MGNERGA, 126 meter eroded due flood water from Seren River on 20/06/2023",,,,,,,,,
,Dibrugarh,"Chabua - Anganwadi Centres Affected | Tengabari AWC affected as per information received from 
Social Welfare department on 22-06-2023 coordinates Lat 27.611502 Long 95.239086",,,,,,,,,
,Kokrajhar,"Gossaigaon - Culvert Approach Road Damaged | As per reported by BDO Kachugaon on date 
22.06.2023 due to heavy rainfall from 12.06.2023 Culvert and road damaged at No.2 Hudumkhata 
Village near Hudumkhata Sub centre,  
Damaged SPT Bridge | As per reported by AEE PWD RR Gossaigaon on date 22.06.2023 due to 
heavy rainfall from 12.06.2023 a bridge has been damaged at Gothaibari to Khokshaguri Road,  
Damaged SPT Bridge | As per reported by AEE PWD RR Gossaigaon on date 22.06.2023 due to 
heavy rainfall from 12.06.2023 SPT bridge at harafuta mission to bhomrabil No.1 Road has been 
partially damaged and both side approaches,  
Bridge Approach Road Damaged | As per reported by AEE PWD RR Gossaigaon on date 
22.06.2023 due to heavy rainfall from 12.06.2023 a bridge approache has been damaged at DK road 
chariali bridge No. 47/1,  
Bridge Approach Road Washed Away | As per reported by AEE PWD RR Gossaigaon on date 
22.06.2023 due to heavy rainfall from 12.06.2023 a bridge has been wash out at Gossaigaon Town 
Committee road to T.P. road via bathou mandir,  
(Kokrajhar) At District - Culvert Approach Road Damaged | AS REPORTED BY ASSTT. EXEC. 
ENGINEER, PWD KOKRAJHAR (RR) SUB-DIVISION ON 22-06-2023 APPROACHES OF 
RCC BOX CULVERT NO. 6/1 ON RAMFALBIL ATHIABARI ROAD ERRODED.,  
Culvert Approach Road Damaged | AS REPORTED BY ASSTT. EXEC. ENGINEER, PWD 
KOKRAJHAR (RR) SUB-DIVISION ON 22-06-2023 APPROACHES OF HP CULVERT NO. 1/2 
AND RCC BOX CULVERT NO. 3/1 ON HARINAGURI TO DHUPGURI ROAD ERRODED.,  
Culvert Approach Road Damaged | AS REPORTED BY ASSTT. EXEC. ENGINEER, PWD 
KOKRAJHAR (RR) SUB-DIVISION ON 22-06-2023 APPROACHES OF RCC BOX CULVERT 
NO. 1/1 ON FS ROAD TO THURIBARI VILLAGE ROAD ERRODED.,  
Culvert Approach Road Damaged | AS REPORTED BY ASSTT. EXEC. ENGINEER, PWD 
KOKRAJHAR (RR) SUB-DIVISION ON 21-06-2023 APPROACHES OF RCC BOX CULVERT 
NO. 4/2 ON NH-31 (C) TO NORTH BASHBARI ROAD ERRODED",,,,,,,,,
,Lakhimpur,"Subansiri - Bridge Approach Road Damaged | As reported by Dhakuakhana Territorial road 
division, Ghilamara the bridge approach of RCC bridge no 3/1 is damaged on Chakuli to 
Basudevthan road (L=25M) on 22/06/2023",,,,,,,,,
,Nalbari,"Barkhetri - Bridge Approach Road Damaged | Due to incessant heavy rainfall for last few days Br 
Approach of RCC Br No. 15/1on HMD Road at Baraliarpar badly damaged by creating big hole 
below hard crust. as reported by AEE, PWRD, Barkhetri Territorial sub div on 22/06/23,  
Tihu - Agri Bundh Damaged | AGRIBUNDH(MORA PAGOLDIA L/B) BREACHED AT BARPIT 
, BHOJKUCHI AS PER REPORT GP ON 21/06/2023 ,LENGTH IS APPROX 50FTS ,  
Agri Bundh Damaged | AGRIBUNDH(MORA PAGOLDIA L/B) BREACHED AT BARPIT",,,,,,,,,
,,"(NEAR SON BARMAN HOUSE) AS PER RERORT GP ON 22/06/2023 ,LENGTH IS APPROX 
40 FTS ,  
Agri Bundh Damaged | OVERTOPPING AND ERODED BOTH SIDE OF AGRIBUND AT 
VILLAGE NIZKHANA AS PER REPORT GP ON 22/06/2023 ,LENGTH IS APPOX 600 MTS ,  
Banekuchi - Culvert Approach Road Damaged | On 21/06/2023 at 10 am Banekuchi to Mohan 
Bazar road culvert approach damaged by flood water report from PWRD department,  
Paschim Nalbari - Handloom & Textile Deptt | Approx. 50 nos. weavers family affected due to 
flood. Information received from Handloom and Textile Department on 22/06/2023",,,,,,,,,
,Udalguri,"Harisinga - Culvert Approach Road Damaged | Due to heavy rainfall on 21st June 2021 Pwd 
culvert damage at village Dahalahabi. LAT 26.6877 LON 91.7617,  
Mazbat - Culvert Approach Road Damaged | Damaged of slab culvert on NH 15 to Udalguri jungle 
road due to heavy rainfall on 21-06-2023. (Lat : 26.630307, long: 92.31356),  
Culvert Approach Road Damaged | Damaged of slab culvert at No. 2 Udalguri jungle village due to 
heavy rainfall on 21-06-2023. (Lat : 26.6203137, long: 92.39013)",,,,,,,,,
Erosion,"District/Su
b-division*",Details,,,,,,,,,
,Biswanath,"Naduar RC part - kalakati | Dated 22/06/23, Continuous active bank erosion is observed at 
Kalakati area in between Ch. 6th to 7th km of Biswanath-Panpur Dyke of river Brahmaputra. Lat 
26.67441008 Long 93.09784163 | 0 | (Long - 93.097955, Lat - 26.674689),  
Halem - Paken, Doriakhat | Report on 22/06/2023 1.Mild bank erosion is observed at Paken area of 
B-dyke from Jamuguri to Kharoi outfall. Length =10m.(avg.width=0.10m) 2.Flood water damaged 
the eroded the river side slop upto Palliative measures are taken in the form of launching of tree 
branches. crest level on R/Bank embankment of river. 22/06/2023 Brahmajan. Length 30m(avg. 
width=1.7m) 3.Mild bank erosion is observed Palliative measures at L/Bank of river Brahmajan are 
taken in the form of launching of tree branches. at Doriakhat area on 22/06/2023. Length=10m(avg. 
Width=1m | 0 | (Long - 93.522011, Lat - 26.847018)",,,,,,,,,
,"Bongaigao
n","Srijangram - 1. Jopea boroichila, 2. Boroisala | (1) 2 no.s of houses damaged due to erosion, Dated- 
22.06.2023,Lat-26.348464, Long- 90.768195 (2)Bank erosion on R/B of river Manas at Boroisala 
area for a reach of 600m is observed. as per report received from water Resource Dept., Abhayapuri. 
dated- 22.06.2023, (26.3490262°E,90.768173°N) | 8 | (Long - 90.768195, Lat - 26.348464)",,,,,,,,,
,Darrang,"Dalgaon - Rangagara Khuti and Rangagora pathar | As per report received from L.M, erosion 
occurred at village-Rangagara Khuti and Rangagora pathar under Dalgaon Revenue Circle. where 
total 8 bigha 2 Katha 17 Lessa(Approx) land has been eroded. Dated 22/06/2023. | 58 | (Long - 
0.000000, Lat - 0.000000)",,,,,,,,,
