District,Total,Relief Camp,Relief Distribution Centres,Date
Hojai,7,4(Hojai | 4),3(Hojai | 3),30-06-2022
Dima-Hasao,27,23(Haflong | 23),4(Haflong | 4),30-06-2022
Biswanath,21,"1(Halem | 1, Biswanath | 0)","20(Halem | 19, Biswanath | 1)",30-06-2022
Cachar,354,"275(Silchar | 109, Katigorah | 94, Sonai | 54, Lakhipur | 18)","79(Silchar | 0, Katigorah | 0, Sonai | 79, Lakhipur | 0)",30-06-2022
Chirang,6,"6(Bengtal | 2, Bijni | 4)","0(Bengtal | 0, Bijni | 0)",30-06-2022
Hailakandi,1,1(Hailakandi | 1),0(Hailakandi | 0),30-06-2022
Barpeta,67,"67(Barpeta | 40, Baghbar | 12, Chenga | 15)","0(Barpeta | 0, Baghbar | 0, Chenga | 0)",30-06-2022
Darrang,17,"3(Mangaldoi | 2, Sipajhar | 1)","14(Mangaldoi | 14, Sipajhar | 0)",30-06-2022
Dhemaji,29,"2(Dhemaji | 2, Sissiborgaon | 0, Gogamukh | 0, Jonai | 0)","27(Dhemaji | 3, Sissiborgaon | 5, Gogamukh | 7, Jonai | 12)",30-06-2022
Dibrugarh,3,"0(Chabua | 0, Tengakhat | 0)","3(Chabua | 1, Tengakhat | 2)",30-06-2022
Bajali,7,7(Sarupeta | 7),0(Sarupeta | 0),30-06-2022
Kamrup,20,"17(Kayan | 2, Hajo | 11, North Ghy | 4)","3(Kayan | 0, Hajo | 3, North Ghy | 0)",01-07-2022
Hojai,3,3(Hojai | 3),0(Hojai | 0),01-07-2022
Karimganj,41,"38(Nilambazar | 7, Badarpur | 10, RK Nagar | 6, Karimganj | 15, Patherkandi | 0)","3(Nilambazar | 0, Badarpur | 0, RK Nagar | 0, Karimganj | 0, Patherkandi | 3)",01-07-2022
Lakhimpur,31,"3(Narayanpur | 2, Subansiri | 1, Dhakuakhana | 0, Bihpuria | 0, Nowboicha | 0)","28(Narayanpur | 1, Subansiri | 20, Dhakuakhana | 1, Bihpuria | 4, Nowboicha | 2)",01-07-2022
Bajali,7,6(Sarupeta | 6),1(Sarupeta | 1),01-07-2022
Majuli,12,"0(Majuli | 0, Ujani Majuli | 0)","12(Majuli | 4, Ujani Majuli | 8)",01-07-2022
Morigaon,98,"82(Morigaon | 68, Mikirbheta | 10, Bhuragaon | 2, Mayong | 2)","16(Morigaon | 11, Mikirbheta | 5, Bhuragaon | 0, Mayong | 0)",01-07-2022
Nagaon,78,"64(Kampur | 17, Raha | 13, Nagaon | 34)","14(Kampur | 0, Raha | 0, Nagaon | 14)",01-07-2022
Nalbari,2,"2(Paschim Nalbari | 1, Barbhag | 1)","0(Paschim Nalbari | 0, Barbhag | 0)",01-07-2022
Udalguri,2,2(Udalguri | 2),0(Udalguri | 0),01-07-2022
Tinsukia,10,"6(Tinsukia | 3, Doomdooma | 3)","4(Tinsukia | 4, Doomdooma | 0)",01-07-2022
Karbi Anglong West,34,0(Donkamokam | 0),34(Donkamokam | 34),01-07-2022
Sonitpur,3,"0(Dhekiajuli | 0, Thelamara | 0, Tezpur | 0)","3(Dhekiajuli | 1, Thelamara | 1, Tezpur | 1)",01-07-2022
Dima-Hasao,31,23(Haflong | 23),8(Haflong | 8),01-07-2022
Barpeta,43,"43(Barpeta | 35, Chenga | 8)","0(Barpeta | 0, Chenga | 0)",01-07-2022
Dibrugarh,25,"3(Dibrugarh East | 3, Chabua | 0, Tengakhat | 0, Moran | 0, Tingkhong | 0)","22(Dibrugarh East | 4, Chabua | 6, Tengakhat | 4, Moran | 7, Tingkhong | 1)",01-07-2022
Hailakandi,6,"6(Algapur | 5, Hailakandi | 1)","0(Algapur | 0, Hailakandi | 0)",01-07-2022
Tamulpur,2,2(Goreswar | 2),0(Goreswar | 0),01-07-2022
Darrang,4,1(Sipajhar | 1),3(Sipajhar | 3),01-07-2022
Chirang,4,4(Bijni | 4),0(Bijni | 0),01-07-2022
Cachar,400,"255(Sonai | 37, Katigorah | 94, Silchar | 108, Lakhipur | 16)","145(Sonai | 0, Katigorah | 77, Silchar | 68, Lakhipur | 0)",01-07-2022
Biswanath,6,1(Halem | 1),5(Halem | 5),01-07-2022
Dhemaji,32,"2(Dhemaji | 2, Gogamukh | 0, Jonai | 0, Sissiborgaon | 0)","30(Dhemaji | 2, Gogamukh | 4, Jonai | 21, Sissiborgaon | 3)",01-07-2022
Chirang,4,4(Bijni | 4),0(Bijni | 0),02-07-2022
Bajali,6,6(Sarupeta | 6),0(Sarupeta | 0),02-07-2022
Dibrugarh,24,"3(Dibrugarh East | 3, Chabua | 0, Moran | 0, Dibrugarh West | 0)","21(Dibrugarh East | 4, Chabua | 2, Moran | 6, Dibrugarh West | 9)",02-07-2022
Dhemaji,9,"0(Sissiborgaon | 0, Jonai | 0)","9(Sissiborgaon | 3, Jonai | 6)",02-07-2022
Barpeta,41,"41(Barpeta | 35, Chenga | 6)","0(Barpeta | 0, Chenga | 0)",02-07-2022
Darrang,18,"0(Mangaldoi | 0, Sipajhar | 0)","18(Mangaldoi | 12, Sipajhar | 6)",02-07-2022
Tinsukia,11,"5(Tinsukia | 2, Doomdooma | 3)","6(Tinsukia | 2, Doomdooma | 4)",02-07-2022
Dima-Hasao,24,22(Haflong | 22),2(Haflong | 2),02-07-2022
Hailakandi,5,5(Algapur | 5),0(Algapur | 0),02-07-2022
Hojai,10,3(Hojai | 3),7(Hojai | 7),02-07-2022
Karimganj,47,"34(Nilambazar | 6, Karimganj | 15, RK Nagar | 5, Badarpur | 8, Patherkandi | 0)","13(Nilambazar | 1, Karimganj | 0, RK Nagar | 0, Badarpur | 0, Patherkandi | 12)",02-07-2022
Udalguri,2,2(Udalguri | 2),0(Udalguri | 0),02-07-2022
Kamrup,15,"15(North Ghy | 2, Kayan | 2, Hajo | 11)","0(North Ghy | 0, Kayan | 0, Hajo | 0)",02-07-2022
Morigaon,40,"12(Mikirbheta | 3, Morigaon | 3, Bhuragaon | 6)","28(Mikirbheta | 0, Morigaon | 13, Bhuragaon | 15)",02-07-2022
Nagaon,47,"47(Nagaon | 17, Kampur | 17, Raha | 13)","0(Nagaon | 0, Kampur | 0, Raha | 0)",02-07-2022
Nalbari,1,1(Paschim Nalbari | 1),0(Paschim Nalbari | 0),02-07-2022
Sivasagar,6,0(Demow | 0),6(Demow | 6),02-07-2022
Sonitpur,4,"0(Dhekiajuli | 0, Chariduar | 0, Tezpur | 0)","4(Dhekiajuli | 1, Chariduar | 2, Tezpur | 1)",02-07-2022
Tamulpur,5,2(Goreswar | 2),3(Goreswar | 3),02-07-2022
Biswanath,5,"1(Halem | 1, Gohpur | 0)","4(Halem | 2, Gohpur | 2)",02-07-2022
Cachar,201,"201(Silchar | 54, Sonai | 37, Lakhipur | 15, Katigorah | 95)","0(Silchar | 0, Sonai | 0, Lakhipur | 0, Katigorah | 0)",02-07-2022
Lakhimpur,16,"0(Subansiri | 0, Bihpuria | 0, Narayanpur | 0, Nowboicha | 0)","16(Subansiri | 5, Bihpuria | 6, Narayanpur | 4, Nowboicha | 1)",02-07-2022
Charaideo,1,0(Sonari | 0),1(Sonari | 1),02-07-2022
Nalbari,1,1(Paschim Nalbari | 1),0(Paschim Nalbari | 0),03-07-2022
Nagaon,42,"42(Nagaon | 12, Raha | 13, Kampur | 17)","0(Nagaon | 0, Raha | 0, Kampur | 0)",03-07-2022
Dima-Hasao,22,22(Haflong | 22),0(Haflong | 0),03-07-2022
Morigaon,32,"18(Bhuragaon | 7, Morigaon | 11, Mikirbheta | 0)","14(Bhuragaon | 0, Morigaon | 8, Mikirbheta | 6)",03-07-2022
Lakhimpur,5,"0(Narayanpur | 0, Nowboicha | 0)","5(Narayanpur | 3, Nowboicha | 2)",03-07-2022
Sivasagar,4,0(Demow | 0),4(Demow | 4),03-07-2022
Dibrugarh,16,"3(Dibrugarh East | 3, Dibrugarh West | 0, Moran | 0, Naharkatia | 0, Tengakhat | 0)","13(Dibrugarh East | 3, Dibrugarh West | 4, Moran | 3, Naharkatia | 2, Tengakhat | 1)",03-07-2022
Kamrup,8,"8(North Ghy | 1, Kayan | 2, Hajo | 5)","0(North Ghy | 0, Kayan | 0, Hajo | 0)",03-07-2022
Cachar,189,"189(Katigorah | 95, Lakhipur | 15, Sonai | 27, Silchar | 52)","0(Katigorah | 0, Lakhipur | 0, Sonai | 0, Silchar | 0)",03-07-2022
Chirang,3,3(Bijni | 3),0(Bijni | 0),03-07-2022
Karimganj,38,"34(Nilambazar | 6, RK Nagar | 5, Karimganj | 15, Badarpur | 8)","4(Nilambazar | 0, RK Nagar | 0, Karimganj | 4, Badarpur | 0)",03-07-2022
Hojai,3,2(Hojai | 2),1(Hojai | 1),03-07-2022
Tinsukia,2,"2(Tinsukia | 1, Doomdooma | 1)","0(Tinsukia | 0, Doomdooma | 0)",03-07-2022
Hailakandi,7,5(Algapur | 5),2(Algapur | 2),03-07-2022
Udalguri,3,"2(Udalguri | 2, Mazbat | 0)","1(Udalguri | 0, Mazbat | 1)",03-07-2022
Tamulpur,2,2(Goreswar | 2),0(Goreswar | 0),03-07-2022
Goalpara,3,0(Lakhipur | 0),3(Lakhipur | 3),03-07-2022
Biswanath,1,0(Halem | 0),1(Halem | 1),03-07-2022
Barpeta,26,"26(Barpeta | 23, Chenga | 3)","0(Barpeta | 0, Chenga | 0)",03-07-2022
Bajali,6,6(Sarupeta | 6),0(Sarupeta | 0),03-07-2022
Bajali,6,6(Sarupeta | 6),0(Sarupeta | 0),04-07-2022
Barpeta,16,16(Barpeta | 16),0(Barpeta | 0),04-07-2022
Biswanath,1,0(Halem | 0),1(Halem | 1),04-07-2022
Cachar,180,"180(Katigorah | 98, Silchar | 50, Sonai | 22, Lakhipur | 10)","0(Katigorah | 0, Silchar | 0, Sonai | 0, Lakhipur | 0)",04-07-2022
Chirang,3,3(Bijni | 3),0(Bijni | 0),04-07-2022
Darrang,13,0(Mangaldoi | 0),13(Mangaldoi | 13),04-07-2022
Dibrugarh,3,3(Dibrugarh East | 3),0(Dibrugarh East | 0),04-07-2022
Tamulpur,2,2(Goreswar | 2),0(Goreswar | 0),04-07-2022
Udalguri,2,2(Udalguri | 2),0(Udalguri | 0),04-07-2022
Hojai,5,3(Hojai | 3),2(Hojai | 2),04-07-2022
Kamrup,4,"4(Kayan | 2, North Ghy | 1, Hajo | 1)","0(Kayan | 0, North Ghy | 0, Hajo | 0)",04-07-2022
Karimganj,38,"33(Karimganj | 14, Nilambazar | 6, Badarpur | 8, RK Nagar | 5)","5(Karimganj | 5, Nilambazar | 0, Badarpur | 0, RK Nagar | 0)",04-07-2022
Lakhimpur,8,"0(Subansiri | 0, Bihpuria | 0, North Lakhimpur | 0)","8(Subansiri | 2, Bihpuria | 5, North Lakhimpur | 1)",04-07-2022
Morigaon,32,"13(Mikirbheta | 2, Bhuragaon | 7, Morigaon | 4)","19(Mikirbheta | 4, Bhuragaon | 0, Morigaon | 15)",04-07-2022
Nagaon,36,"36(Nagaon | 6, Kampur | 17, Raha | 13)","0(Nagaon | 0, Kampur | 0, Raha | 0)",04-07-2022
Sonitpur,3,0(Tezpur | 0),3(Tezpur | 3),04-07-2022
Dima-Hasao,22,22(Haflong | 22),0(Haflong | 0),04-07-2022
Hailakandi,2,2(Algapur | 2),0(Algapur | 0),04-07-2022
Dibrugarh,8,"2(Dibrugarh East | 2, Moran | 0, Chabua | 0, Dibrugarh West | 0)","6(Dibrugarh East | 0, Moran | 1, Chabua | 1, Dibrugarh West | 4)",05-07-2022
Barpeta,6,"5(Barpeta | 5, Baghbar | 0)","1(Barpeta | 0, Baghbar | 1)",05-07-2022
Bajali,6,6(Sarupeta | 6),0(Sarupeta | 0),05-07-2022
Tamulpur,2,2(Goreswar | 2),0(Goreswar | 0),05-07-2022
Sivasagar,1,0(Demow | 0),1(Demow | 1),05-07-2022
Morigaon,11,"9(Mikirbheta | 1, Morigaon | 4, Bhuragaon | 4)","2(Mikirbheta | 2, Morigaon | 0, Bhuragaon | 0)",05-07-2022
Lakhimpur,3,0(Subansiri | 0),3(Subansiri | 3),05-07-2022
Karimganj,38,"32(Nilambazar | 6, Karimganj | 14, RK Nagar | 4, Badarpur | 8, Patherkandi | 0)","6(Nilambazar | 0, Karimganj | 0, RK Nagar | 0, Badarpur | 0, Patherkandi | 6)",05-07-2022
Nagaon,96,"36(Nagaon | 6, Raha | 13, Kampur | 17)","60(Nagaon | 0, Raha | 60, Kampur | 0)",05-07-2022
Hailakandi,2,2(Algapur | 2),0(Algapur | 0),05-07-2022
Dima-Hasao,21,21(Haflong | 21),0(Haflong | 0),05-07-2022
Darrang,5,0(Sipajhar | 0),5(Sipajhar | 5),05-07-2022
Chirang,3,3(Bijni | 3),0(Bijni | 0),05-07-2022
Cachar,178,"178(Sonai | 21, Lakhipur | 10, Silchar | 49, Katigorah | 98)","0(Sonai | 0, Lakhipur | 0, Silchar | 0, Katigorah | 0)",05-07-2022
Kamrup,3,"3(Kayan | 2, North Ghy | 1)","0(Kayan | 0, North Ghy | 0)",05-07-2022
Kamrup,3,"3(Kayan | 2, North Ghy | 1)","0(Kayan | 0, North Ghy | 0)",06-07-2022
Tamulpur,2,2(Goreswar | 2),0(Goreswar | 0),06-07-2022
Nagaon,22,"22(Kampur | 5, Nagaon | 4, Raha | 13)","0(Kampur | 0, Nagaon | 0, Raha | 0)",06-07-2022
Morigaon,7,"7(Morigaon | 5, Bhuragaon | 2)","0(Morigaon | 0, Bhuragaon | 0)",06-07-2022
Lakhimpur,3,0(Subansiri | 0),3(Subansiri | 3),06-07-2022
Karimganj,36,"28(Nilambazar | 6, RK Nagar | 3, Karimganj | 13, Badarpur | 6)","8(Nilambazar | 8, RK Nagar | 0, Karimganj | 0, Badarpur | 0)",06-07-2022
Hailakandi,2,2(Algapur | 2),0(Algapur | 0),06-07-2022
Biswanath,2,0(Gohpur | 0),2(Gohpur | 2),06-07-2022
Dibrugarh,4,"2(Dibrugarh East | 2, Chabua | 0)","2(Dibrugarh East | 0, Chabua | 2)",06-07-2022
Dhemaji,4,0(Jonai | 0),4(Jonai | 4),06-07-2022
Darrang,1,0(Sipajhar | 0),1(Sipajhar | 1),06-07-2022
Chirang,1,1(Bijni | 1),0(Bijni | 0),06-07-2022
Cachar,173,"173(Silchar | 46, Katigorah | 98, Sonai | 19, Lakhipur | 10)","0(Silchar | 0, Katigorah | 0, Sonai | 0, Lakhipur | 0)",06-07-2022
Bajali,5,5(Sarupeta | 5),0(Sarupeta | 0),06-07-2022
Dima-Hasao,21,21(Haflong | 21),0(Haflong | 0),06-07-2022
Sivasagar,9,"0(Sivsagar | 0, Demow | 0)","9(Sivsagar | 1, Demow | 8)",06-07-2022
Bajali,5,5(Sarupeta | 5),0(Sarupeta | 0),07-07-2022
Nagaon,17,"17(Kampur | 4, Raha | 13)","0(Kampur | 0, Raha | 0)",07-07-2022
Dibrugarh,2,"1(Dibrugarh East | 1, Dibrugarh West | 0)","1(Dibrugarh East | 0, Dibrugarh West | 1)",07-07-2022
Sivasagar,7,"0(Sivsagar | 0, Demow | 0)","7(Sivsagar | 2, Demow | 5)",07-07-2022
Dima-Hasao,21,21(Haflong | 21),0(Haflong | 0),07-07-2022
Hailakandi,12,"2(Algapur | 2, Hailakandi | 0)","10(Algapur | 0, Hailakandi | 10)",07-07-2022
Chirang,1,1(Bijni | 1),0(Bijni | 0),07-07-2022
Kamrup,3,"3(Kayan | 2, North Ghy | 1)","0(Kayan | 0, North Ghy | 0)",07-07-2022
Cachar,124,"124(Lakhipur | 10, Silchar | 46, Sonai | 12, Katigorah | 56)","0(Lakhipur | 0, Silchar | 0, Sonai | 0, Katigorah | 0)",07-07-2022
Morigaon,24,4(Morigaon | 4),20(Morigaon | 20),07-07-2022
Tamulpur,3,2(Goreswar | 2),1(Goreswar | 1),07-07-2022
Karimganj,27,"27(RK Nagar | 3, Karimganj | 12, Nilambazar | 6, Badarpur | 6)","0(RK Nagar | 0, Karimganj | 0, Nilambazar | 0, Badarpur | 0)",07-07-2022
Dibrugarh,6,"0(Dibrugarh West | 0, Naharkatia | 0)","6(Dibrugarh West | 1, Naharkatia | 5)",08-07-2022
Cachar,107,"107(Sonai | 1, Silchar | 40, Lakhipur | 10, Katigorah | 56)","0(Sonai | 0, Silchar | 0, Lakhipur | 0, Katigorah | 0)",08-07-2022
Bajali,4,4(Sarupeta | 4),0(Sarupeta | 0),08-07-2022
Dima-Hasao,25,21(Haflong | 21),4(Haflong | 4),08-07-2022
Karimganj,22,"18(Nilambazar | 5, Karimganj | 9, Badarpur | 4, Patherkandi | 0)","4(Nilambazar | 0, Karimganj | 0, Badarpur | 0, Patherkandi | 4)",08-07-2022
Chirang,1,1(Bijni | 1),0(Bijni | 0),08-07-2022
Kamrup,3,"3(Kayan | 2, North Ghy | 1)","0(Kayan | 0, North Ghy | 0)",08-07-2022
Morigaon,4,4(Morigaon | 4),0(Morigaon | 0),08-07-2022
Nagaon,13,13(Raha | 13),0(Raha | 0),08-07-2022
Sivasagar,5,0(Demow | 0),5(Demow | 5),08-07-2022
Tamulpur,1,1(Goreswar | 1),0(Goreswar | 0),08-07-2022
Hailakandi,1,1(Algapur | 1),0(Algapur | 0),08-07-2022
Bajali,2,2(Sarupeta | 2),0(Sarupeta | 0),09-07-2022
Tamulpur,1,1(Goreswar | 1),0(Goreswar | 0),09-07-2022
Morigaon,4,4(Morigaon | 4),0(Morigaon | 0),09-07-2022
Cachar,83,"83(Silchar | 40, Lakhipur | 9, Katigorah | 34)","0(Silchar | 0, Lakhipur | 0, Katigorah | 0)",09-07-2022
Chirang,1,1(Bijni | 1),0(Bijni | 0),09-07-2022
Karimganj,27,"16(Nilambazar | 4, Karimganj | 8, Badarpur | 4)","11(Nilambazar | 0, Karimganj | 11, Badarpur | 0)",09-07-2022
Dima-Hasao,20,20(Haflong | 20),0(Haflong | 0),09-07-2022
Hailakandi,1,1(Algapur | 1),0(Algapur | 0),09-07-2022
Kamrup,2,2(Kayan | 2),0(Kayan | 0),09-07-2022
Dima-Hasao,20,20(Haflong | 20),0(Haflong | 0),10-07-2022
Chirang,1,1(Bijni | 1),0(Bijni | 0),10-07-2022
Tamulpur,3,1(Goreswar | 1),2(Goreswar | 2),10-07-2022
Kamrup,2,2(Kayan | 2),0(Kayan | 0),10-07-2022
Morigaon,9,9(Morigaon | 9),0(Morigaon | 0),10-07-2022
Nagaon,46,0(Raha | 0),46(Raha | 46),10-07-2022
Cachar,79,"79(Silchar | 40, Lakhipur | 9, Katigorah | 30)","0(Silchar | 0, Lakhipur | 0, Katigorah | 0)",10-07-2022
Bajali,2,2(Sarupeta | 2),0(Sarupeta | 0),10-07-2022
Morigaon,9,9(Morigaon | 9),0(Morigaon | 0),11-07-2022
Bajali,2,2(Sarupeta | 2),0(Sarupeta | 0),11-07-2022
Dima-Hasao,26,20(Haflong | 20),6(Haflong | 6),11-07-2022
Biswanath,1,0(Halem | 0),1(Halem | 1),11-07-2022
Cachar,60,"60(Silchar | 32, Katigorah | 27, Lakhipur | 1)","0(Silchar | 0, Katigorah | 0, Lakhipur | 0)",11-07-2022
Chirang,1,1(Bijni | 1),0(Bijni | 0),11-07-2022
Tamulpur,1,1(Goreswar | 1),0(Goreswar | 0),11-07-2022
Kamrup,2,2(Kayan | 2),0(Kayan | 0),11-07-2022
Morigaon,9,9(Morigaon | 9),0(Morigaon | 0),12-07-2022
Dima-Hasao,19,19(Haflong | 19),0(Haflong | 0),12-07-2022
Cachar,53,"53(Silchar | 32, Lakhipur | 1, Katigorah | 20)","0(Silchar | 0, Lakhipur | 0, Katigorah | 0)",12-07-2022
Tamulpur,1,1(Goreswar | 1),0(Goreswar | 0),12-07-2022
Chirang,1,1(Bijni | 1),0(Bijni | 0),12-07-2022
Dima-Hasao,17,17(Haflong | 17),0(Haflong | 0),14-07-2022
Cachar,31,"31(Silchar | 23, Katigorah | 8)","0(Silchar | 0, Katigorah | 0)",14-07-2022
Chirang,1,1(Bijni | 1),0(Bijni | 0),14-07-2022
Tamulpur,2,0(Goreswar | 0),2(Goreswar | 2),14-07-2022
Morigaon,10,10(Morigaon | 10),0(Morigaon | 0),14-07-2022
Morigaon,8,8(Morigaon | 8),0(Morigaon | 0),15-07-2022
Cachar,19,19(Silchar | 19),0(Silchar | 0),15-07-2022
Chirang,1,1(Bijni | 1),0(Bijni | 0),15-07-2022
Dima-Hasao,17,17(Haflong | 17),0(Haflong | 0),15-07-2022
Cachar,16,16(Silchar | 16),0(Silchar | 0),16-07-2022
Chirang,1,1(Bijni | 1),0(Bijni | 0),16-07-2022
Dima-Hasao,24,18(Haflong | 18),6(Haflong | 6),16-07-2022
Morigaon,8,8(Morigaon | 8),0(Morigaon | 0),16-07-2022
Cachar,12,12(Silchar | 12),0(Silchar | 0),17-07-2022
Dima-Hasao,8,8(Haflong | 8),0(Haflong | 0),17-07-2022
Morigaon,6,6(Morigaon | 6),0(Morigaon | 0),17-07-2022
Dima-Hasao,10,9(Haflong | 9),1(Haflong | 1),18-07-2022
Biswanath,3,0(Gohpur | 0),3(Gohpur | 3),18-07-2022
Cachar,8,8(Silchar | 8),0(Silchar | 0),18-07-2022
Morigaon,6,6(Morigaon | 6),0(Morigaon | 0),18-07-2022
Morigaon,6,6(Morigaon | 6),0(Morigaon | 0),19-07-2022
Dima-Hasao,8,7(Haflong | 7),1(Haflong | 1),19-07-2022
Cachar,4,4(Silchar | 4),0(Silchar | 0),19-07-2022
Cachar,3,3(Silchar | 3),0(Silchar | 0),20-07-2022
Dima-Hasao,8,7(Haflong | 7),1(Haflong | 1),20-07-2022
Morigaon,6,6(Morigaon | 6),0(Morigaon | 0),20-07-2022
Tinsukia,1,0(Sadiya | 0),1(Sadiya | 1),20-07-2022
Cachar,3,3(Silchar | 3),0(Silchar | 0),21-07-2022
Morigaon,6,6(Morigaon | 6),0(Morigaon | 0),21-07-2022
Tinsukia,2,"0(Sadiya | 0, Tinsukia | 0)","2(Sadiya | 1, Tinsukia | 1)",21-07-2022
Cachar,1,1(Silchar | 1),0(Silchar | 0),22-07-2022
Morigaon,6,6(Morigaon | 6),0(Morigaon | 0),22-07-2022
Cachar,1,1(Silchar | 1),0(Silchar | 0),23-07-2022
Dima-Hasao,5,0(Haflong | 0),5(Haflong | 5),23-07-2022
Morigaon,6,6(Morigaon | 6),0(Morigaon | 0),23-07-2022
Morigaon,6,6(Morigaon | 6),0(Morigaon | 0),24-07-2022
Morigaon,6,6(Morigaon | 6),0(Morigaon | 0),25-07-2022
Tamulpur,2,0(Goreswar | 0),2(Goreswar | 2),25-07-2022
Dima-Hasao,1,0(Haflong | 0),1(Haflong | 1),26-07-2022
Morigaon,5,5(Morigaon | 5),0(Morigaon | 0),26-07-2022
Morigaon,2,2(Morigaon | 2),0(Morigaon | 0),27-07-2022
Charaideo,19,"1(Sonari | 1, Sapekhati | 0)","18(Sonari | 9, Sapekhati | 9)",28-07-2022
Morigaon,2,2(Morigaon | 2),0(Morigaon | 0),28-07-2022
Charaideo,9,1(Sonari | 1),8(Sonari | 8),29-07-2022
Morigaon,2,2(Morigaon | 2),0(Morigaon | 0),29-07-2022
Morigaon,2,2(Morigaon | 2),0(Morigaon | 0),30-07-2022
Morigaon,2,2(Morigaon | 2),0(Morigaon | 0),31-07-2022
Dhemaji,5,2(Dhemaji | 2),3(Dhemaji | 3),31-07-2022
Dhemaji,14,"3(Dhemaji | 2, Gogamukh | 1)","11(Dhemaji | 0, Gogamukh | 11)",01-08-2022
Lakhimpur,8,2(Subansiri | 2),6(Subansiri | 6),01-08-2022
Chirang,4,"2(Bijni | 2, Sidli | 0)","2(Bijni | 0, Sidli | 2)",01-08-2022
Bajali,1,0(Sarupeta | 0),1(Sarupeta | 1),04-08-2022
Chirang,1,1(Bijni | 1),0(Bijni | 0),04-08-2022
Udalguri,6,"6(Khairabari | 3, Harisinga | 3)","0(Khairabari | 0, Harisinga | 0)",04-08-2022
Udalguri,5,"5(Harisinga | 2, Khairabari | 3)","0(Harisinga | 0, Khairabari | 0)",05-08-2022
Udalguri,2,2(Harisinga | 2),0(Harisinga | 0),06-08-2022
Udalguri,1,1(Harisinga | 1),0(Harisinga | 0),09-08-2022
Udalguri,1,1(Harisinga | 1),0(Harisinga | 0),10-08-2022
Udalguri,1,1(Harisinga | 1),0(Harisinga | 0),11-08-2022
Lakhimpur,7,"0(North Lakhimpur | 0, Nowboicha | 0)","7(North Lakhimpur | 2, Nowboicha | 5)",12-10-2022
Dibrugarh,1,0(Chabua | 0),1(Chabua | 1),12-10-2022
Dhemaji,14,"0(Dhemaji | 0, Jonai | 0, Sissiborgaon | 0, Gogamukh | 0)","14(Dhemaji | 3, Jonai | 2, Sissiborgaon | 3, Gogamukh | 6)",12-10-2022
Lakhimpur,9,"0(Subansiri | 0, Nowboicha | 0, North Lakhimpur | 0)","9(Subansiri | 4, Nowboicha | 3, North Lakhimpur | 2)",13-10-2022
Dibrugarh,1,0(Chabua | 0),1(Chabua | 1),13-10-2022
Lakhimpur,13,"0(North Lakhimpur | 0, Nowboicha | 0, Bihpuria | 0)","13(North Lakhimpur | 3, Nowboicha | 6, Bihpuria | 4)",14-10-2022
Tinsukia,1,0(Tinsukia | 0),1(Tinsukia | 1),14-10-2022
Chirang,2,2(Bijni | 2),0(Bijni | 0),02-08-2022
Dhemaji,6,"2(Dhemaji | 2, Gogamukh | 0)","4(Dhemaji | 2, Gogamukh | 2)",02-08-2022
Lakhimpur,7,1(Subansiri | 1),6(Subansiri | 6),02-08-2022
Udalguri,6,"6(Khairabari | 3, Harisinga | 3)","0(Khairabari | 0, Harisinga | 0)",02-08-2022
Chirang,1,1(Bijni | 1),0(Bijni | 0),03-08-2022
Dhemaji,9,"1(Dhemaji | 1, Gogamukh | 0)","8(Dhemaji | 3, Gogamukh | 5)",03-08-2022
Udalguri,6,"6(Khairabari | 3, Harisinga | 3)","0(Khairabari | 0, Harisinga | 0)",03-08-2022
Dhemaji,6,"0(Dhemaji | 0, Sissiborgaon | 0)","6(Dhemaji | 5, Sissiborgaon | 1)",11-10-2022
Golaghat,2,0(Golaghat | 0),2(Golaghat | 2),14-09-2022
Dhemaji,2,0(Jonai | 0) ,2(Jonai | 2),09-09-2022
Dhemaji,2,"0(Dhemaji | 0, Sissiborgaon | 0)","2(Dhemaji | 1, Sissiborgaon | 1)",11-06-2022
Dhemaji,2,0(Jonai | 0) ,2(Jonai | 2),08-09-2022
Bajali,66,"47(Sarupeta | 9, Bajali | 38)","19(Sarupeta | 1, Bajali | 18)",19-06-2022
Baksa,22,"6(Barama | 3, Baska | 3, Barnagar RC part | 0)","16(Barama | 1, Baska | 0, Barnagar RC part | 15)",19-06-2022
Barpeta,94,"82(Barpeta | 33, Baghbar | 4, Sarthebari | 13, 
Chenga | 32)","12(Barpeta | 0, Baghbar | 0, Sarthebari | 8, Chenga 
| 4)",19-06-2022
"Bongaigao
n",66,"32(Manikpur | 3, Boitamari | 3, Srijangram | 26)","34(Manikpur | 5, Boitamari | 2, Srijangram | 27)",19-06-2022
Cachar,107,"88(Katigorah | 17, Silchar | 57, Lakhipur | 6, 
Sonai | 7, Udharbond | 1)","19(Katigorah | 0, Silchar | 0, Lakhipur | 0, Sonai | 
19, Udharbond | 0)",19-06-2022
Chirang,12,"12(Bengtal | 1, Bijni | 11)","0(Bengtal | 0, Bijni | 0)",19-06-2022
Darrang,30,"19(Mangaldoi | 9, Dalgaon | 1, Sipajhar | 4, 
Patharighat | 5)","11(Mangaldoi | 0, Dalgaon | 0, Sipajhar | 0, 
Patharighat | 11)",19-06-2022
Dhemaji,10,"0(Sissiborgaon | 0, Dhemaji | 0, Jonai | 0, 
Gogamukh | 0)","10(Sissiborgaon | 2, Dhemaji | 1, Jonai | 3, 
Gogamukh | 4)",19-06-2022
