District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,Date
Goalpara,116,102,93,311,( Balijana | 311 ),0,( Balijana | 0.00 ),14-06-2022
Kamrup (M),37,22,8,67,"( Sonapur | 0 ), ( Dispur | 0 ), ( Guwahati | 67 )",0,"( Sonapur | 0.00 ), ( Dispur | 0.00 ), ( Guwahati | 0.00 )",14-06-2022
South Salmara,0,0,0,0,( Mankachar | 0 ),87,( Mankachar | 87.00 ),14-06-2022
Udalguri,592,478,392,1462,"( Harisinga | 0 ), ( Khairabari | 239 ), ( Kalaigaon | 1116 ), ( Udalguri | 107 )",8,"( Harisinga | 0.00 ), ( Khairabari | 8.00 ), ( Kalaigaon | 0.00 ), ( Udalguri | 0.00 )",15-06-2022
Tamulpur,7630,6670,865,15165,"( Goreswar | 8050 ), ( Tamulpur | 7115 )",95,"( Goreswar | 29.00 ), ( Tamulpur | 66.00 )",15-06-2022
Nalbari,5801,4669,2592,13062,"( Nalbari | 575 ), ( Banekuchi | 3140 ), ( Tihu | 3420 ), ( Ghograpar | 5832 ), ( Paschim Nalbari | 95 )",182.9,"( Nalbari | 140.60 ), ( Banekuchi | 8.30 ), ( Tihu | 34.00 ), ( Ghograpar | 0.00 ), ( Paschim Nalbari | 0.00 )",15-06-2022
Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",79,"( Majuli | 55.00 ), ( Ujani Majuli | 24.00 )",15-06-2022
Lakhimpur,327,214,145,686,"( North Lakhimpur | 600 ), ( Bihpuria | 86 )",0,"( North Lakhimpur | 0.00 ), ( Bihpuria | 0.00 )",15-06-2022
Dhemaji,937,1018,664,2619,"( Jonai | 1070 ), ( Dhemaji | 453 ), ( Sissiborgaon | 1096 )",268,"( Jonai | 127.00 ), ( Dhemaji | 4.00 ), ( Sissiborgaon | 137.00 )",15-06-2022
Bajali,1124,1045,89,2258,( Bajali | 2258 ),0,( Bajali | 0.00 ),15-06-2022
Baksa,1248,1210,493,2951,"( Jalah | 745 ), ( Barama | 426 ), ( Baska | 1780 )",113.78,"( Jalah | 60.00 ), ( Barama | 49.00 ), ( Baska | 4.78 )",15-06-2022
Kamrup (M),12130,9170,3000,24300,"( Guwahati | 12500 ), ( Dispur | 11800 )",0,"( Guwahati | 0.00 ), ( Dispur | 0.00 )",15-06-2022
Kamrup,125,121,72,318,"( Rangia | 318 ), ( Kayan | 0 ), ( Kamalpur | 0 )",67,"( Rangia | 27.00 ), ( Kayan | 10.00 ), ( Kamalpur | 30.00 )",15-06-2022
Hojai,31,22,7,60,( Hojai | 60 ),12,( Hojai | 12.00 ),15-06-2022
Goalpara,1123,998,493,2614,( Balijana | 2614 ),0,( Balijana | 0.00 ),15-06-2022
Bongaigaon,0,0,0,0,( Manikpur | 0 ),877,( Manikpur | 877.00 ),15-06-2022
Chirang,127,108,37,272,( Bijni | 272 ),0,( Bijni | 0.00 ),15-06-2022
Darrang,966,872,656,2494,"( Mangaldoi | 1214 ), ( Patharighat | 1280 )",21,"( Mangaldoi | 21.00 ), ( Patharighat | 0.00 )",15-06-2022
Dibrugarh,1567,1240,1050,3857,( Chabua | 3857 ),2.5,( Chabua | 2.50 ),15-06-2022
Kokrajhar,965,737,296,1998,"( Dotma | 1350 ), ( Bagribari | 0 ), ( Kokrajhar | 648 )",5,"( Dotma | 0.00 ), ( Bagribari | 5.00 ), ( Kokrajhar | 0.00 )",15-06-2022
Kamrup (M),18915,12649,2865,34429,"( Sonapur | 0 ), ( Chandrapur | 0 ), ( Guwahati | 12879 ), ( Dispur | 21550 )",,"( Sonapur | 0.00 ), ( Chandrapur | 0.00 ), ( Guwahati | 0.00 ), ( Dispur | 0.00 )",16-06-2022
Baksa,4987,4168,781,9936,"( Barnagar RC part | 0 ), ( Baganpara | 1284 ), ( Barama | 1231 ), ( Baska | 1356 ), ( Jalah | 6065 )",764.5,"( Barnagar RC part | 387.00 ), ( Baganpara | 219.50 ), ( Barama | 68.00 ), ( Baska | 0.00 ), ( Jalah | 90.00 )",16-06-2022
Bajali,180000,140000,35000,355000,"( Sarupeta | 195000 ), ( Bajali | 160000 )",20,"( Sarupeta | 20.00 ), ( Bajali | 0.00 )",16-06-2022
Udalguri,12468,8591,7329,28388,"( Khairabari | 1801 ), ( Mazbat | 4520 ), ( Udalguri | 8644 ), ( Kalaigaon | 13365 ), ( Harisinga | 58 )",,"( Khairabari | 28.50 ), ( Mazbat | 0.00 ), ( Udalguri | 62.00 ), ( Kalaigaon | 791.00 ), ( Harisinga | 0.00 )",16-06-2022
Tamulpur,13759,10971,3863,28593,"( Goreswar | 17783 ), ( Tamulpur | 10810 )",,"( Goreswar | 167.50 ), ( Tamulpur | 232.00 )",16-06-2022
Sonitpur,1222,1119,738,3079,"( Thelamara | 0 ), ( Dhekiajuli | 1411 ), ( Chariduar | 1638 ), ( Tezpur | 30 )",,"( Thelamara | 25.00 ), ( Dhekiajuli | 150.60 ), ( Chariduar | 0.00 ), ( Tezpur | 8.00 )",16-06-2022
Nalbari,27472,24003,15273,66748,"( Ghograpar | 11905 ), ( Barbhag | 7735 ), ( Tihu | 16745 ), ( Paschim Nalbari | 5900 ), ( Nalbari | 7420 ), ( Banekuchi | 16790 ), ( Barkhetri | 253 )",,"( Ghograpar | 0.00 ), ( Barbhag | 86.00 ), ( Tihu | 465.00 ), ( Paschim Nalbari | 271.60 ), ( Nalbari | 140.60 ), ( Banekuchi | 28.50 ), ( Barkhetri | 0.00 )",16-06-2022
Nagaon,481,392,253,1126,"( Kampur | 1126 ), ( Raha | 0 )",,"( Kampur | 119.00 ), ( Raha | 87.00 )",16-06-2022
Lakhimpur,4365,3082,2151,9598,"( North Lakhimpur | 2646 ), ( Nowboicha | 5175 ), ( Bihpuria | 1777 )",,"( North Lakhimpur | 19.00 ), ( Nowboicha | 0.00 ), ( Bihpuria | 0.00 )",16-06-2022
Kokrajhar,22688,21428,13609,57725,"( Bagribari | 18588 ), ( Bhawraguri | 15437 ), ( Gossaigaon | 1783 ), ( Kokrajhar | 6528 ), ( Dotma | 15389 )",,"( Bagribari | 14.89 ), ( Bhawraguri | 122.50 ), ( Gossaigaon | 221.80 ), ( Kokrajhar | 0.00 ), ( Dotma | 0.00 )",16-06-2022
Karbi Anglong West,758,758,392,1908,( Donkamokam | 1908 ),,( Donkamokam | 0.00 ),16-06-2022
Kamrup,20740,19308,10089,50137,"( Kayan | 6629 ), ( Rangia | 43508 ), ( Kamalpur | 0 ), ( Palashbari | 0 ), ( Boko | 0 ), ( Hajo | 0 )",,"( Kayan | 110.00 ), ( Rangia | 578.00 ), ( Kamalpur | 234.20 ), ( Palashbari | 198.00 ), ( Boko | 6.95 ), ( Hajo | 2099.00 )",16-06-2022
Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",,"( Majuli | 30.00 ), ( Ujani Majuli | 18.00 )",16-06-2022
Goalpara,80172,48998,9830,139000,"( Balijana | 12000 ), ( Lakhipur | 127000 ), ( Rongjuli | 0 )",1839,"( Balijana | 43.00 ), ( Lakhipur | 1781.00 ), ( Rongjuli | 15.00 )",16-06-2022
Dibrugarh,1567,1240,1050,3857,( Chabua | 3857 ),2.5,( Chabua | 2.50 ),16-06-2022
Dhubri,1726,1459,586,3771,"( Chapar | 900 ), ( Bilasipara | 2687 ), ( Athani | 184 )",185.52,"( Chapar | 179.00 ), ( Bilasipara | 6.52 ), ( Athani | 0.00 )",16-06-2022
Dhemaji,2303,2147,1503,5953,"( Jonai | 4462 ), ( Dhemaji | 395 ), ( Sissiborgaon | 1096 )",1098,"( Jonai | 819.00 ), ( Dhemaji | 3.00 ), ( Sissiborgaon | 276.00 )",16-06-2022
Darrang,40211,35810,24215,100236,"( Mangaldoi | 15268 ), ( Dalgaon | 52395 ), ( Patharighat | 31972 ), ( Sipajhar | 601 )",4149.51,"( Mangaldoi | 1104.00 ), ( Dalgaon | 2435.50 ), ( Patharighat | 580.35 ), ( Sipajhar | 29.66 )",16-06-2022
Chirang,6915,5129,3966,16010,"( Bengtal | 1632 ), ( Sidli | 1805 ), ( Bijni | 12573 )",688.32,"( Bengtal | 253.00 ), ( Sidli | 321.00 ), ( Bijni | 114.32 )",16-06-2022
Bongaigaon,31779,26666,19325,77770,"( Manikpur | 75850 ), ( Dangtol | 995 ), ( Bongaigaon | 925 )",1201,"( Manikpur | 1201.00 ), ( Dangtol | 0.00 ), ( Bongaigaon | 0.00 )",16-06-2022
Biswanath,83,59,38,180,( Halem | 180 ),18,( Halem | 18.00 ),16-06-2022
Hojai,24421,13156,3279,40856,"( Lanka | 212 ), ( Hojai | 39194 ), ( Doboka | 1450 )",1745,"( Lanka | 349.00 ), ( Hojai | 1295.00 ), ( Doboka | 101.00 )",16-06-2022
Barpeta,33054,27501,14445,75000,"( Barpeta | 9168 ), ( Barnagar | 0 ), ( Kalgachia | 0 ), ( Sarthebari | 64530 ), ( Chenga | 1302 )",2116,"( Barpeta | 646.00 ), ( Barnagar | 829.00 ), ( Kalgachia | 604.00 ), ( Sarthebari | 37.00 ), ( Chenga | 0.00 )",16-06-2022
Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",361,"( Majuli | 309.00 ), ( Ujani Majuli | 52.00 )",17-06-2022
Dhemaji,12391,11765,6049,30205,"( Jonai | 4716 ), ( Gogamukh | 15759 ), ( Sissiborgaon | 8131 ), ( Dhemaji | 1599 )",2525,"( Jonai | 1728.00 ), ( Gogamukh | 457.00 ), ( Sissiborgaon | 310.00 ), ( Dhemaji | 30.00 )",17-06-2022
Dhubri,9701,8777,3803,22281,"( Chapar | 900 ), ( South Salmara Part | 11805 ), ( Athani | 318 ), ( Bilasipara | 9258 ), ( Agamoni | 0 )",5192.8,"( Chapar | 1018.20 ), ( South Salmara Part | 0.00 ), ( Athani | 1040.20 ), ( Bilasipara | 2919.40 ), ( Agamoni | 215.00 )",17-06-2022
Goalpara,100465,73131,10906,184502,"( Balijana | 63643 ), ( Lakhipur | 117215 ), ( Matia | 3644 ), ( Dudhnoi | 0 ), ( Rongjuli | 0 )",1062,"( Balijana | 762.50 ), ( Lakhipur | 0.00 ), ( Matia | 272.00 ), ( Dudhnoi | 0.50 ), ( Rongjuli | 27.00 )",17-06-2022
Hojai,55150,39535,10656,105341,"( Lanka | 9047 ), ( Hojai | 73499 ), ( Doboka | 22795 )",3757,"( Lanka | 532.00 ), ( Hojai | 3026.00 ), ( Doboka | 199.00 )",17-06-2022
Lakhimpur,16337,12987,11641,40965,"( North Lakhimpur | 7853 ), ( Nowboicha | 27412 ), ( Subansiri | 257 ), ( Kadam | 2926 ), ( Bihpuria | 2517 )",549.3,"( North Lakhimpur | 97.00 ), ( Nowboicha | 360.30 ), ( Subansiri | 75.00 ), ( Kadam | 7.00 ), ( Bihpuria | 10.00 )",17-06-2022
Kamrup (M),17775,14589,1965,34329,"( Chandrapur | 0 ), ( Guwahati | 12879 ), ( Dispur | 21450 )",0,"( Chandrapur | 0.00 ), ( Guwahati | 0.00 ), ( Dispur | 0.00 )",17-06-2022
Karbi Anglong West,1575,1476,2102,5153,( Donkamokam | 5153 ),244,( Donkamokam | 244.00 ),17-06-2022
Kokrajhar,34300,33351,24764,92415,"( Bagribari | 20212 ), ( Kokrajhar | 22186 ), ( Bhawraguri | 17767 ), ( Gossaigaon | 1989 ), ( Dotma | 30261 )",1583.74,"( Bagribari | 284.49 ), ( Kokrajhar | 460.40 ), ( Bhawraguri | 0.00 ), ( Gossaigaon | 141.10 ), ( Dotma | 697.75 )",17-06-2022
Darrang,114434,103598,72373,290405,"( Patharighat | 75294 ), ( Dalgaon | 120340 ), ( Mangaldoi | 81207 ), ( Sipajhar | 13564 )",7058.7,"( Patharighat | 1181.20 ), ( Dalgaon | 3795.50 ), ( Mangaldoi | 1572.00 ), ( Sipajhar | 510.00 )",17-06-2022
Kamrup,52965,42906,23068,118939,"( Kayan | 38122 ), ( Chaygaon | 0 ), ( North Ghy | 221 ), ( Rangia | 50253 ), ( Goroimari | 0 ), ( Palashbari | 0 ), ( Kamalpur | 14071 ), ( Boko | 0 ), ( Hajo | 16272 )",2625.65,"( Kayan | 358.00 ), ( Chaygaon | 123.00 ), ( North Ghy | 0.00 ), ( Rangia | 593.00 ), ( Goroimari | 69.00 ), ( Palashbari | 198.00 ), ( Kamalpur | 208.20 ), ( Boko | 10.45 ), ( Hajo | 1066.00 )",17-06-2022
Chirang,5115,3809,5788,14712,"( Sidli | 1786 ), ( Bengtal | 846 ), ( Bijni | 12080 )",365.6,"( Sidli | 22.10 ), ( Bengtal | 65.00 ), ( Bijni | 278.50 )",17-06-2022
Tinsukia,1848,1625,1248,4721,"( Tinsukia | 2666 ), ( Doomdooma | 2055 )",,"( Tinsukia | 238.00 ), ( Doomdooma | 256.30 )",17-06-2022
Biswanath,367,298,526,1191,( Halem | 1191 ),27,( Halem | 27.00 ),17-06-2022
Barpeta,68997,61214,38759,168970,"( Barpeta | 45088 ), ( Sarthebari | 122952 ), ( Kalgachia | 0 ), ( Barnagar | 0 ), ( Chenga | 930 ), ( Baghbar | 0 )",7592.3,"( Barpeta | 178.00 ), ( Sarthebari | 37.00 ), ( Kalgachia | 1666.50 ), ( Barnagar | 901.50 ), ( Chenga | 724.00 ), ( Baghbar | 4085.30 )",17-06-2022
Baksa,27497,19609,18814,65920,"( Barnagar RC part | 51222 ), ( Baska | 1780 ), ( Baganpara | 3583 ), ( Barama | 1359 ), ( Jalah | 7976 )",1081.72,"( Barnagar RC part | 830.00 ), ( Baska | 32.72 ), ( Baganpara | 43.00 ), ( Barama | 30.00 ), ( Jalah | 146.00 )",17-06-2022
Bajali,180000,140000,35000,355000,"( Sarupeta | 195000 ), ( Bajali | 160000 )",20,"( Sarupeta | 20.00 ), ( Bajali | 0.00 )",17-06-2022
Nalbari,52613,43534,26888,123035,"( Paschim Nalbari | 25102 ), ( Ghograpar | 35610 ), ( Barbhag | 8551 ), ( Nalbari | 9460 ), ( Tihu | 11500 ), ( Banekuchi | 22196 ), ( Barkhetri | 10616 )",1891.8,"( Paschim Nalbari | 449.00 ), ( Ghograpar | 606.00 ), ( Barbhag | 178.00 ), ( Nalbari | 252.80 ), ( Tihu | 367.00 ), ( Banekuchi | 39.00 ), ( Barkhetri | 0.00 )",17-06-2022
Sivasagar,0,0,0,0,( Demow | 0 ),19.14,( Demow | 19.14 ),17-06-2022
Sonitpur,8142,7310,6102,21554,"( Naduar | 0 ), ( Dhekiajuli | 3703 ), ( Thelamara | 4840 ), ( Chariduar | 12947 ), ( Tezpur | 64 )",799.5,"( Naduar | 6.00 ), ( Dhekiajuli | 250.90 ), (
Thelamara | 127.00 ), (
Chariduar | 262.00 ), (
Tezpur | 153.60 )",17-06-2022
South Salmara,2615,2512,1105,6232,"( South Salmara | 6232 ), ( Mankachar | 0 )",,"( South Salmara | 0.00 ), ( Mankachar | 405.00 )",17-06-2022
Tamulpur,3769,12314,3115,19198,"( Tamulpur | 6070 ), ( Goreswar | 13128 )",,"( Tamulpur | 300.00 ), ( Goreswar | 224.00 )",17-06-2022
Udalguri,20273,14351,10302,44926,"( Khairabari | 4850 ), ( Udalguri | 10393 ), ( Mazbat | 4010 ), ( Kalaigaon | 24903 ), ( Harisinga | 770 )",,"( Khairabari | 55.00 ), ( Udalguri | 0.00 ), ( Mazbat | 0.00 ), ( Kalaigaon | 240.10 ), ( Harisinga | 0.00 )",17-06-2022
Nagaon,21164,20546,15416,57126,"( Kampur | 57126 ), ( Raha | 0 )",1631.74,"( Kampur | 1437.00 ), ( Raha | 194.74 )",17-06-2022
Bongaigaon,33068,27703,19815,80586,"( Manikpur | 75850 ), ( Bongaigaon | 925 ), ( Srijangram | 1569 ), ( Boitamari | 585 ), ( Dangtol | 1657 )",2908.5,"( Manikpur | 2712.00 ), ( Bongaigaon | 196.50 ), ( Srijangram | 0.00 ), ( Boitamari | 0.00 ), ( Dangtol | 0.00 )",17-06-2022
Morigaon,0,0,0,0,( Mayong | 0 ),320,( Mayong | 320.00 ),17-06-2022
Dibrugarh,2870,2204,1593,6667,( Chabua | 6667 ),3.5,( Chabua | 3.50 ),17-06-2022
Tinsukia,4455,3682,2641,10778,( Doomdooma | 10778 ),,( Doomdooma | 302.88 ),18-06-2022
Udalguri,36452,25393,17399,79244,"( Khairabari | 5332 ), ( Udalguri | 11035 ), ( Mazbat | 9525 ), ( Kalaigaon | 49671 ), ( Harisinga | 3681 )",,"( Khairabari | 0.00 ), ( Udalguri | 0.00 ), ( Mazbat | 0.00 ), ( Kalaigaon | 458.20 ), ( Harisinga | 0.00 )",18-06-2022
Dibrugarh,2883,2213,1593,6689,"( Chabua | 6667 ), ( Dibrugarh West | 22 ), ( Naharkatia | 0 )",6.14,"( Chabua | 5.70 ), ( Dibrugarh West | 0.00 ), ( Naharkatia | 0.44 )",18-06-2022
Goalpara,106795,78708,35472,220975,"( Balijana | 93322 ), ( Lakhipur | 122317 ), ( Matia | 5336 ), ( Rongjuli | 0 )",1400.5,"( Balijana | 762.50 ), ( Lakhipur | 0.00 ), ( Matia | 614.00 ), ( Rongjuli | 24.00 )",18-06-2022
Golaghat,0,0,0,0,( Khumtai | 0 ),26,( Khumtai | 26.00 ),18-06-2022
Bajali,178500,139200,34850,352550,"( Bajali | 160000 ), ( Sarupeta | 192550 )",520,"( Bajali | 0.00 ), ( Sarupeta | 520.00 )",18-06-2022
Hojai,63889,47920,13526,125335,"( Lanka | 12494 ), ( Hojai | 88148 ), ( Doboka | 24693 )",3344,"( Lanka | 791.00 ), ( Hojai | 2227.00 ), ( Doboka | 326.00 )",18-06-2022
Kamrup,87703,73221,57229,218153,"( Rangia | 50242 ), ( Chaygaon | 0 ), ( Kayan | 38122 ), ( Boko | 0 ), ( Goroimari | 0 ), ( Kamalpur | 26362 ), ( Palashbari | 0 ), ( North Ghy | 463 ), ( Hajo | 102964 )",3737.85,"( Rangia | 594.00 ), ( Chaygaon | 144.00 ), ( Kayan | 358.00 ), ( Boko | 10.45 ), ( Goroimari | 165.50 ), ( Kamalpur | 492.90 ), ( Palashbari | 198.00 ), ( North Ghy | 58.00 ), ( Hajo | 1717.00 )",18-06-2022
Kamrup (M),8110,6095,358,14563,"( Chandrapur | 0 ), ( Sonapur | 0 ), ( Guwahati | 863 ), ( Azara | 0 ), ( Dispur | 13700 )",219,"( Chandrapur | 0.00 ), ( Sonapur | 219.00 ), ( Guwahati | 0.00 ), ( Azara | 0.00 ), ( Dispur | 0.00 )",18-06-2022
Karbi Anglong West,5285,5286,5736,16307,( Donkamokam | 16307 ),0,( Donkamokam | 0.00 ),18-06-2022
Karimganj,27491,18362,6401,52254,"( RK Nagar | 30425 ), ( Badarpur | 50 ), ( Patherkandi | 1335 ), ( Karimganj | 3151 ), ( Nilambazar | 17293 )",200,"( RK Nagar | 200.00 ), ( Badarpur | 0.00 ), ( Patherkandi | 0.00 ), ( Karimganj | 0.00 ), ( Nilambazar | 0.00 )",18-06-2022
Kokrajhar,24771,20763,9158,54692,"( Bagribari | 22829 ), ( Bhawraguri | 5078 ), ( Gossaigaon | 987 ), ( Dotma | 23705 ), ( Kokrajhar | 2093 )",717.79,"( Bagribari | 284.49 ), ( Bhawraguri | 101.80 ),
( Gossaigaon | 0.00 ), (
Dotma | 331.50 ), (
Kokrajhar | 0.00 )",18-06-2022
Lakhimpur,54316,36830,22688,113834,"( Narayanpur | 0 ), ( North Lakhimpur | 51619 ), ( Nowboicha | 37898 ), ( Subansiri | 5257 ), ( Bihpuria | 17271 ), ( Dhakuakhana | 629 ), ( Kadam | 1160 )",,"( Narayanpur | 0.00 ), ( North Lakhimpur | 161.00 ), ( Nowboicha | 313.30 ), ( Subansiri | 317.00 ), ( Bihpuria | 339.80 ), ( Dhakuakhana | 30.00 ), ( Kadam | 71.85 )",18-06-2022
Morigaon,0,0,0,0,"( Bhuragaon | 0 ), ( Mayong | 0 ), ( Morigaon | 0 ), ( Laharighat | 0 )",,"( Bhuragaon | 311.00 ), ( Mayong | 750.00 ), ( Morigaon | 545.00 ), ( Laharighat | 101.00 )",18-06-2022
Nagaon,84443,75599,81149,241191,"( Samaguri | 380 ), ( Raha | 33863 ), ( Kampur | 205026 ), ( Nagaon | 1548 ), ( Kaliabor | 374 )",,"( Samaguri | 88.00 ), ( Raha | 273.74 ), ( Kampur | 4730.00 ), ( Nagaon | 56.00 ), ( Kaliabor | 27.00 )",18-06-2022
Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",,"( Majuli | 539.02 ), ( Ujani Majuli | 92.35 )",18-06-2022
Sivasagar,46,51,21,118,"( Sivsagar | 118 ), ( Demow | 0 )",,"( Sivsagar | 80.00 ), ( Demow | 68.50 )",18-06-2022
Baksa,14001,11151,7658,32810,"( Barnagar RC part | 22064 ), ( Baska | 1140 ), ( Jalah | 3317 ), ( Baganpara | 4855 ), ( Barama | 1434 )",748.07,"( Barnagar RC part | 498.00 ), ( Baska | 35.07 ), ( Jalah | 147.00 ), ( Baganpara | 43.00 ), ( Barama | 25.00 )",18-06-2022
Barpeta,306120,267810,157114,731044,"( Kalgachia | 105700 ), ( Chenga | 121150 ), ( Barpeta | 105228 ), ( Barnagar | 9865 ), ( Sarthebari | 335837 ), ( Baghbar | 53264 )",13771.33,"( Kalgachia | 1822.50 ), ( Chenga | 1256.00 ), ( Barpeta | 6230.00 ), ( Barnagar | 1757.50 ), ( Sarthebari | 1860.33 ), ( Baghbar | 845.00 )",18-06-2022
Biswanath,851,693,547,2091,( Halem | 2091 ),38.5,( Halem | 38.50 ),18-06-2022
Bongaigaon,45834,40938,26140,112912,"( Manikpur | 103609 ), ( Bongaigaon | 0 ), ( Dangtol | 0 ), ( Srijangram | 8718 ), ( Boitamari | 585 )",2413.5,"( Manikpur | 1946.00 ), ( Bongaigaon | 196.50 ), ( Dangtol | 271.00 ), ( Srijangram | 0.00 ), ( Boitamari | 0.00 )",18-06-2022
Nalbari,70124,60509,34773,165406,"( Ghograpar | 41171 ), ( Tihu | 14470 ), ( Nalbari | 12500 ), ( Banekuchi | 43820 ), ( Paschim Nalbari | 31329 ), ( Barbhag | 11500 ), ( Barkhetri | 10616 )",,"( Ghograpar | 606.00 ), ( Tihu | 367.00 ), ( Nalbari | 338.10 ), ( Banekuchi | 165.00 ), ( Paschim Nalbari | 554.00 ), ( Barbhag | 83.50 ), ( Barkhetri | 4417.70 )",18-06-2022
Chirang,5294,5328,4150,14772,"( Bijni | 9082 ), ( Sidli | 2808 ), ( Bengtal | 2882 )",2871.5,"( Bijni | 2871.50 ), ( Sidli | 0.00 ), ( Bengtal | 0.00 )",18-06-2022
Cachar,9805,8759,4343,22907,"( Silchar | 4570 ), ( Katigorah | 17871 ), ( Udharbond | 96 ), ( Lakhipur | 80 ), ( Sonai | 290 )",0,"( Silchar | 0.00 ), ( Katigorah | 0.00 ), ( Udharbond | 0.00 ), ( Lakhipur | 0.00 ), ( Sonai | 0.00 )",18-06-2022
Dhemaji,13454,12822,6558,32834,"( Gogamukh | 17117 ), ( Sissiborgaon | 7721 ), ( Jonai | 4462 ), ( Dhemaji | 3534 )",4521.5,"( Gogamukh | 510.00 ), ( Sissiborgaon | 405.00 ), ( Jonai | 3565.50 ), ( Dhemaji | 41.00 )",18-06-2022
Dhubri,7805,7970,4564,20339,"( Dhubri | 0 ), ( Gauripur | 0 ), ( South Salmara Part | 12655 ), ( Bilasipara | 6545 ), ( Golakganj | 66 ), ( Athani | 503 ), ( Chapar | 570 )",4870.7,"( Dhubri | 478.00 ), ( Gauripur | 265.30 ), ( South Salmara Part | 2069.00 ), ( Bilasipara | 0.00 ), ( Golakganj | 0.00 ), ( Athani | 1040.20 ), ( Chapar | 1018.20 )",18-06-2022
Tamulpur,12329,10406,4230,26965,"( Goreswar | 20955 ), ( Tamulpur | 6010 )",,"( Goreswar | 0.00 ), ( Tamulpur | 220.00 )",18-06-2022
South Salmara,2823,2689,1332,6844,"( Mankachar | 43 ), ( South Salmara | 6801 )",,"( Mankachar | 405.00 ), ( South Salmara | 0.00 )",18-06-2022
Sonitpur,23915,21389,24639,69943,"( Thelamara | 4954 ), ( Chariduar | 57261 ), ( Dhekiajuli | 7365 ), ( Tezpur | 363 )",,"( Thelamara | 683.00 ), ( Chariduar | 435.00 ), ( Dhekiajuli | 1465.10 ), ( Tezpur | 190.70 )",18-06-2022
Darrang,145525,126716,81971,354212,"( Dalgaon | 122440 ), ( Patharighat | 75294 ), ( Mangaldoi | 120007 ), ( Sipajhar | 36471 )",7463.7,"( Dalgaon | 3795.50 ), ( Patharighat | 1181.20 ), ( Mangaldoi | 1572.00 ), ( Sipajhar | 915.00 )",18-06-2022
Bajali,177700,137200,33400,348300,"( Sarupeta | 188300 ), ( Bajali | 160000 )",520,"( Sarupeta | 520.00 ), ( Bajali | 0.00 )",19-06-2022
Baksa,12418,9851,7721,29990,"( Barnagar RC part | 22064 ), ( Barama | 1450 ), ( Baska | 835 ), ( Baganpara | 3941 ), ( Jalah | 1700 )",543,"( Barnagar RC part | 480.00 ), ( Barama | 7.00 ), ( Baska | 0.00 ), ( Baganpara | 41.00 ), ( Jalah | 15.00 )",19-06-2022
Bongaigaon,8316,6675,4218,19209,"( Manikpur | 12360 ), ( Srijangram | 0 ), ( Boitamari | 6849 )",321,"( Manikpur | 321.00 ), ( Srijangram | 0.00 ), ( Boitamari | 0.00 )",19-06-2022
Barpeta,523403,505127,247579,1276109,"( Barpeta | 214076 ), ( Baghbar | 370497 ), ( Kalgachia | 198692 ), ( Sarthebari | 335837 ), ( Barnagar | 8857 ), ( Chenga | 148150 )",27907,"( Barpeta | 779.00 ), ( Baghbar | 18983.00 ), ( Kalgachia | 1823.50 ), ( Sarthebari | 2014.00 ), ( Barnagar | 1757.50 ), ( Chenga | 2550.00 )",19-06-2022
Biswanath,8559,6670,4419,19648,"( Gohpur | 2889 ), ( Halem | 16247 ), ( Naduar RC part | 0 ), ( Biswanath | 512 )",1379.5,"( Gohpur | 536.00 ), ( Halem | 571.00 ), ( Naduar RC part | 22.50 ), ( Biswanath | 250.00 )",19-06-2022
Cachar,55541,51692,38589,145822,"( Katigorah | 87108 ), ( Silchar | 28390 ), ( Lakhipur | 2925 ), ( Sonai | 25602 ), ( Udharbond | 1797 )",0,"( Katigorah | 0.00 ), ( Silchar | 0.00 ), ( Lakhipur | 0.00 ), ( Sonai | 0.00 ), ( Udharbond | 0.00 )",19-06-2022
Dibrugarh,2870,2204,1593,6667,( Chabua | 6667 ),5.6,( Chabua | 5.60 ),19-06-2022
Darrang,165089,145177,83703,393969,"( Mangaldoi | 125007 ), ( Dalgaon | 123940 ), ( Sipajhar | 58537 ), ( Patharighat | 86485 )",8380,"( Mangaldoi | 2328.00 ), ( Dalgaon | 3795.50 ), ( Sipajhar | 256.50 ), ( Patharighat | 2000.00 )",19-06-2022
Udalguri,27632,21975,15615,65222,"( Udalguri | 11035 ), ( Mazbat | 1039 ), ( Khairabari | 2514 ), ( Harisinga | 2078 ), ( Kalaigaon | 48556 )",5617,"( Udalguri | 5103.00 ), ( Mazbat | 0.00 ), ( Khairabari | 10.00 ), ( Harisinga | 0.00 ), ( Kalaigaon | 504.00 )",19-06-2022
Tinsukia,5237,4343,3427,13007,"( Tinsukia | 76 ), ( Doomdooma | 12931 )",379.08,"( Tinsukia | 8.85 ), ( Doomdooma | 370.23 )",19-06-2022
Tamulpur,11351,10721,5474,27546,"( Goreswar | 20177 ), ( Tamulpur | 7369 )",983.2,"( Goreswar | 183.20 ), ( Tamulpur | 800.00 )",19-06-2022
South Salmara,31373,25725,14330,71428,"( South Salmara | 71016 ), ( Mankachar | 412 )",405,"( South Salmara | 0.00 ), ( Mankachar | 405.00 )",19-06-2022
