District,Agency,Boats Deployed,Person Evacuated By Boats,Animal Evacuated By Boats,Helicopters Deployed,Person Evacuated By Helicopters,Medical Team Deployed,Date
Cachar,"Circle Office/Local Administration, Inland Water Transport, Fire & Emergency Services (F&ES), Local People, Police, Army/Paramilitary force, Civil Defence/Trained Volunteers, NDRF, SDRF",56,5487,0,1,0,21,25-06-2022
Karimganj,Local People,11,35,0,0,0,19,25-06-2022
Chirang,,2,0,0,0,0,3,25-06-2022
Darrang,AAPDA MITRA VOLUNTEERS,10,0,0,0,0,23,25-06-2022
Hojai,,0,0,0,0,0,5,26-06-2022
Karimganj,,7,0,0,0,0,11,26-06-2022
Majuli,,0,0,0,0,0,2,26-06-2022
Nagaon,"Circle Office/Local Administration, Local People, NDRF, SDRF",5,0,0,0,0,34,26-06-2022
Sonitpur,,0,0,0,0,0,4,26-06-2022
South Salmara,Circle Office/Local Administration,9,17,0,0,0,11,26-06-2022
Hailakandi,,1,0,0,0,0,0,26-06-2022
Kamrup,"Army/Paramilitary force, SDRF",7,130,25,0,0,8,26-06-2022
Goalpara,,0,0,0,0,0,7,26-06-2022
Morigaon,2 Machine boat deployed for emergency situation,2,0,0,0,0,12,26-06-2022
Dhubri,Circle Office/Local Administration,12,0,0,0,0,3,26-06-2022
Bajali,,0,0,0,0,0,5,26-06-2022
Barpeta,Circle Office/Local Administration,45,0,0,0,0,10,26-06-2022
Bongaigaon,,0,0,0,0,0,3,26-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, SDRF, PWRD, NHAI",0,0,0,0,0,15,26-06-2022
Chirang,,1,0,0,0,0,3,26-06-2022
Darrang,,6,0,0,0,0,20,26-06-2022
Cachar,"Army/Paramilitary force, Circle Office/Local Administration, Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Inland Water Transport, Local People, NDRF, Police, SDRF, Water Resources Department",68,1765,0,1,0,28,26-06-2022
Goalpara,,0,0,0,0,0,6,27-06-2022
Sonitpur,,0,0,0,0,0,4,27-06-2022
Nagaon,"NDRF, Circle Office/Local Administration, Local People, SDRF",6,0,0,0,0,41,27-06-2022
Morigaon,,0,0,0,0,0,15,27-06-2022
Majuli,,0,0,0,0,0,3,27-06-2022
Karimganj,,90,15,0,0,0,5,27-06-2022
Kamrup,"Army/Paramilitary force, SDRF, Assam Mountain Assossiation",8,30,15,0,0,6,27-06-2022
Hailakandi,,0,0,0,0,0,21,27-06-2022
Dhemaji,,0,0,0,0,0,1,27-06-2022
Darrang,Civil Defence/Trained Volunteers,1,0,0,0,0,19,27-06-2022
Chirang,,1,0,0,0,0,3,27-06-2022
Cachar,"Circle Office/Local Administration, Army/Paramilitary force, Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Local People, NDRF, Police, SDRF",35,0,0,0,0,10,27-06-2022
Barpeta,Circle Office/Local Administration,19,0,0,0,0,2,27-06-2022
Bajali,,0,0,0,0,0,3,27-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Police, Water Resources Department, NHAI, PWRD, PHE",0,0,0,0,0,15,27-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department, PWRD, NHAI, APDCL",0,0,0,0,0,15,28-06-2022
Morigaon,,0,0,0,0,0,12,28-06-2022
Sonitpur,,0,0,0,0,0,4,28-06-2022
Karimganj,,5,0,0,0,0,11,28-06-2022
Kamrup,,0,0,0,0,0,2,28-06-2022
Hailakandi,,0,0,0,0,0,10,28-06-2022
Goalpara,,0,0,0,0,0,5,28-06-2022
Nagaon,"Circle Office/Local Administration, Local People, SDRF",2,0,0,0,0,26,28-06-2022
Chirang,"Fire & Emergency Services (F&ES), SDRF",3,0,0,0,0,5,28-06-2022
,"Inland Water Transport, Army/Paramilitary force, NDRF, SDRF",,,,,,,28-06-2022
Cachar,"Circle Office/Local Administration, Fire & Emergency Services (F&ES), Local People, Police, Civil Defence/Trained Volunteers,",36,810,0,2,0,31,28-06-2022
Bongaigaon,"Local People, Country Boat",1,0,0,0,0,2,28-06-2022
Biswanath,NDRF,5,71,0,0,0,2,28-06-2022
Bajali,,0,0,0,0,0,1,28-06-2022
Darrang,,0,0,0,0,0,28,28-06-2022
Sonitpur,,0,0,0,0,0,4,29-06-2022
Nagaon,"NDRF, Circle Office/Local Administration, Local People, SDRF",5,0,0,0,0,31,29-06-2022
Morigaon,,0,0,0,0,0,16,29-06-2022
Majuli,,0,0,0,0,0,4,29-06-2022
Lakhimpur,SDRF,5,131,0,0,0,4,29-06-2022
Karimganj,,15,0,0,0,0,8,29-06-2022
Kamrup,SDRF,2,0,0,0,0,12,29-06-2022
Hailakandi,,0,0,0,0,0,23,29-06-2022
Goalpara,,0,0,0,0,0,3,29-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, PWRD, APDCL",0,0,0,0,0,15,29-06-2022
Darrang,,3,0,0,0,0,27,29-06-2022
Dhemaji,SDRF,2,10,0,0,0,1,29-06-2022
Chirang,"Fire & Emergency Services (F&ES), SDRF",1,1,0,0,0,10,29-06-2022
Cachar,"Army/Paramilitary force, Circle Office/Local Administration, Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Local People, NDRF, Police, SDRF, Water Resources Department",29,792,0,0,0,81,29-06-2022
Bongaigaon,,0,0,0,0,0,2,29-06-2022
Biswanath,NDRF,4,50,0,0,0,6,29-06-2022
Bajali,,0,0,0,0,0,1,29-06-2022
Dibrugarh,,0,0,0,0,0,1,29-06-2022
Barpeta,Circle Office/Local Administration,5,0,,0,,,30-06-2022
Chirang,,0,0,,0,,,30-06-2022
Bongaigaon,,0,0,,0,,,30-06-2022
Biswanath,,0,0,,0,,,30-06-2022
Cachar,"Circle Office/Local Administration, Army/Paramilitary force, Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Local People, NDRF, Police, SDRF",18,180,,0,,,30-06-2022
Bajali,,0,0,,0,,,30-06-2022
Goalpara,,0,0,,0,,,30-06-2022
Karimganj,,8,0,,0,,,30-06-2022
Dhemaji,SDRF,2,153,,0,,,30-06-2022
Kamrup,,0,0,,0,,,30-06-2022
Lakhimpur,SDRF,1,2,,0,,,30-06-2022
Morigaon,,0,0,,0,,,30-06-2022
Nagaon,"Circle Office/Local Administration, Local People, SDRF",1,0,,0,,,30-06-2022
Majuli,,0,0,,0,,,30-06-2022
,,,,,,,,30-06-2022
Dibrugarh,,0,0,,0,,,30-06-2022
Darrang,,0,0,,0,,,30-06-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Local People, Police, Water Resources Department, PWRD, APDCL, NHAI",0,0,,0,,,30-06-2022
Sonitpur,,0,0,,0,,,30-06-2022
Karbi Anglong West,SDRF,2,255,21,0,0,5,01-07-2022
Morigaon,,0,0,0,0,0,15,01-07-2022
Majuli,,0,0,0,0,0,7,01-07-2022
Lakhimpur,,0,0,0,0,0,1,01-07-2022
Karimganj,,8,0,0,0,0,14,01-07-2022
Nagaon,SDRF,1,0,0,0,0,26,01-07-2022
Kamrup,,0,0,0,0,0,2,01-07-2022
Goalpara,,0,0,0,0,0,3,01-07-2022
Golaghat,,0,0,0,0,0,1,01-07-2022
Sonitpur,"Fire & Emergency Services (F&ES), SDRF",3,16,0,0,0,4,01-07-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department, APDCL, NHAI, PWRD",0,0,0,0,0,15,01-07-2022
Dibrugarh,"Army/Paramilitary force, SDRF, 4 person rescued from Padum nagar",0,0,0,0,0,9,01-07-2022
Darrang,,1,0,0,0,0,17,01-07-2022
Chirang,,0,0,0,0,0,4,01-07-2022
Cachar,"Circle Office/Local Administration, Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Army/Paramilitary force, Local People, NDRF, Police, SDRF",13,187,0,0,0,44,01-07-2022
Bongaigaon,,0,0,0,0,0,2,01-07-2022
Biswanath,,0,0,0,0,0,1,01-07-2022
Bajali,,0,0,0,0,0,20,01-07-2022
Hailakandi,,0,0,0,0,0,19,01-07-2022
Cachar,"Fire & Emergency Services (F&ES), NDRF, SDRF",,,,,,,02-07-2022
Chirang,,0,0,0,0,0,4,02-07-2022
Dibrugarh,,0,0,0,0,0,8,02-07-2022
Dhemaji,,0,0,0,0,0,2,02-07-2022
Goalpara,,0,0,0,0,0,2,02-07-2022
Golaghat,,0,0,0,0,0,1,02-07-2022
Hailakandi,,0,0,0,0,0,24,02-07-2022
Hojai,,0,0,0,0,0,3,02-07-2022
Kamrup,,0,0,0,0,0,2,02-07-2022
Darrang,,1,0,0,0,0,21,02-07-2022
Cachar,"Circle Office/Local Administration, Civil Defence/Trained Volunteers,",3,54,0,0,0,42,02-07-2022
Bongaigaon,,0,0,0,0,0,2,02-07-2022
Majuli,,0,0,0,0,0,6,02-07-2022
Biswanath,,0,0,0,0,0,1,02-07-2022
Barpeta,"Veterinary dept- 4 nos of treatment camp organised at Guileza,Bardanga,Haldhia Gaon,Balaipather",0,0,0,0,0,0,02-07-2022
Bajali,,0,0,0,0,0,13,02-07-2022
Morigaon,10 Boat deployed for relief material distribtution.,10,0,0,0,0,15,02-07-2022
Nagaon,"Circle Office/Local Administration, Local People, SDRF",1,0,0,0,0,24,02-07-2022
Sonitpur,,0,0,0,0,0,4,02-07-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Police, PWRD, NHAI, APDCL",0,0,0,0,0,15,02-07-2022
Lakhimpur,,0,0,0,0,0,1,03-07-2022
Chirang,,0,0,0,0,0,3,03-07-2022
Darrang,,0,0,0,0,0,7,03-07-2022
Dibrugarh,,0,0,0,0,0,13,03-07-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Water Resources Department, PWRD, APDCL",0,0,0,0,0,15,03-07-2022
Goalpara,,0,0,0,0,0,2,03-07-2022
Cachar,,0,0,0,0,0,17,03-07-2022
Majuli,,0,0,0,0,0,2,03-07-2022
Barpeta,"Veterinary department organised 3 nos of Treatmaent camps at 1.Mowamari,2.Besimari,3.Dhakaliapara",0,0,0,0,0,0,03-07-2022
Hojai,,0,0,0,0,0,3,03-07-2022
Morigaon,2 Machine boat for emergency situation,2,0,0,0,0,5,03-07-2022
Nagaon,"Circle Office/Local Administration, Local People, SDRF",2,0,0,0,0,19,03-07-2022
Sonitpur,,0,0,0,0,0,4,03-07-2022
Hailakandi,,0,0,0,0,0,32,03-07-2022
Golaghat,,0,0,0,0,0,1,03-07-2022
Bajali,,0,0,0,0,0,3,03-07-2022
,,,,,,,,04-07-2022
Bajali,,0,,,,,,04-07-2022
Barpeta,"Veterinary dept organised 5 nos of Treatment camp in 1. Sikatary Pathar,2. Hapachar Pathar,3. Tarakandi,4. Lachanga,5. Mowamari village",0,,,,,,04-07-2022
Sonitpur,,0,,,,,,04-07-2022
Darrang,,0,,,,,,04-07-2022
Dibrugarh,,0,,,,,,04-07-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Water Resources Department, NHAI, PWRD, APDCL",0,,,,,,04-07-2022
Goalpara,,0,,,,,,04-07-2022
Golaghat,,0,,,,,,04-07-2022
Hailakandi,,0,,,,,,04-07-2022
Hojai,,0,,,,,,04-07-2022
Karimganj,,2,,,,,,04-07-2022
Nagaon,"Circle Office/Local Administration, Local People, SDRF",1,,,,,,04-07-2022
Chirang,,0,,,,,,04-07-2022
Cachar,,0,,,,,,04-07-2022
Nagaon,,0,0,0,0,0,17,05-07-2022
Dibrugarh,,0,0,0,0,0,18,05-07-2022
Majuli,,0,0,0,0,0,1,05-07-2022
Karimganj,,3,0,0,0,0,4,05-07-2022
Hailakandi,,0,0,0,0,0,5,05-07-2022
Goalpara,,0,0,0,0,0,1,05-07-2022
Dima-Hasao,Civil Defence/Trained Volunteers,0,0,0,0,0,15,05-07-2022
Sonitpur,,0,0,0,0,0,3,05-07-2022
Darrang,,0,0,0,0,0,5,05-07-2022
Morigaon,,0,0,0,0,0,10,05-07-2022
Barpeta,Veterinary dept. organized 1 no of treatment camp at Guileza vill of Rupshi under Kalgachia Rev Circle .,0,0,0,0,0,0,05-07-2022
Bajali,,0,0,0,0,0,2,05-07-2022
Chirang,,0,0,0,0,0,3,05-07-2022
Dibrugarh,,0,0,0,0,0,7,06-07-2022
Sonitpur,,0,0,0,0,0,3,06-07-2022
Nagaon,,0,0,0,0,0,19,06-07-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, PWD, NHAI, PHE",0,0,0,0,0,15,06-07-2022
Karimganj,,2,0,0,0,0,6,06-07-2022
Morigaon,,0,0,0,0,0,7,06-07-2022
Darrang,,0,0,0,0,0,3,06-07-2022
Barpeta,Veterinary dept organized 1 no of treatment camp at Aprupi Muhia Milan Bazar on 05/06/22,0,0,0,0,0,0,06-07-2022
Bajali,,0,0,0,0,0,2,06-07-2022
Majuli,,0,0,0,0,0,1,06-07-2022
Darrang,,0,0,0,0,0,4,07-07-2022
Nagaon,,0,0,0,0,0,15,07-07-2022
Chirang,,0,0,0,0,0,1,07-07-2022
Dibrugarh,"Veterinary department organised 1 no. Treatment Camp at Dihing Kinar Nepali gaon at two different sites on 04/07/2022 lat:-27.21.10368 Long:-95.98502, Veterinary department organised 1 no. Treatment Camp at 2no Charaihabi gaon on 07/07/2022",0,0,0,0,0,10,07-07-2022
Dima-Hasao,Civil Defence/Trained Volunteers,0,0,0,0,0,15,07-07-2022
Hailakandi,,0,0,0,0,0,4,07-07-2022
Karimganj,,4,0,0,0,0,0,07-07-2022
Majuli,,0,0,0,0,0,1,07-07-2022
Morigaon,,0,0,0,0,0,6,07-07-2022
Sivasagar,,0,0,0,0,0,3,07-07-2022
Dima-Hasao,Civil Defence/Trained Volunteers,0,0,0,0,0,15,08-07-2022
Chirang,,0,0,0,0,0,1,08-07-2022
Hailakandi,,0,0,0,0,0,5,08-07-2022
Majuli,,0,0,0,0,0,1,08-07-2022
Morigaon,,0,0,0,0,0,5,08-07-2022
Nagaon,,0,0,0,0,0,3,08-07-2022
Dibrugarh,,0,0,0,0,0,7,08-07-2022
Morigaon,,0,0,0,0,0,2,09-07-2022
Nagaon,,0,0,0,0,0,5,09-07-2022
Chirang,,0,0,0,0,0,1,09-07-2022
Dibrugarh,,0,0,0,0,0,2,09-07-2022
Dima-Hasao,Civil Defence/Trained Volunteers,0,0,0,0,0,15,09-07-2022
Hailakandi,,0,0,0,0,0,5,09-07-2022
Morigaon,,0,0,0,0,0,8,10-07-2022
Nagaon,,0,0,0,0,0,4,10-07-2022
Dima-Hasao,Civil Defence/Trained Volunteers,0,0,0,0,0,15,10-07-2022
Nagaon,,0,0,0,0,0,4,11-07-2022
Morigaon,,0,0,0,0,0,4,11-07-2022
Dima-Hasao,"Circle Office/Local Administration, Civil Defence/Trained Volunteers",0,0,0,0,0,15,11-07-2022
Chirang,,0,0,0,0,0,1,11-07-2022
Morigaon,,0,0,0,0,0,4,12-07-2022
Dima-Hasao,"Circle Office/Local Administration, Civil Defence/Trained Volunteers",0,0,0,0,0,15,12-07-2022
Chirang,,0,0,0,0,0,1,12-07-2022
Nagaon,,0,0,0,0,0,3,12-07-2022
Chirang,,0,0,0,0,0,1,13-07-2022
Morigaon,,0,0,0,0,0,3,13-07-2022
Nagaon,,0,0,0,0,0,2,13-07-2022
Dima-Hasao,"Circle Office/Local Administration, Local People, Police, Water Resources Department",0,0,0,0,0,15,13-07-2022
Chirang,,0,0,0,0,0,1,14-07-2022
Dima-Hasao,"Circle Office/Local Administration, Civil Defence/Trained Volunteers, Local People, Water Resources Department",0,0,0,0,0,15,14-07-2022
Morigaon,,0,0,0,0,0,2,14-07-2022
"Local People, Water Resources Department",,,,,,,,15-07-2022
Dima-Hasao,"Circle Office/Local Administration, Civil Defence/Trained Volunteers,",0,0,0,0,0,15,15-07-2022
Morigaon  0 0 0 0 0 3,,,,,,,,15-07-2022
Dima-Hasao,"Circle Office/Local Administration, Civil Defence/Trained Volunteers, Local People, Water Resources Department",0,0,0,0,0,15,16-07-2022
Majuli,,0,0,0,0,0,1,16-07-2022
Morigaon,,0,0,0,0,0,2,16-07-2022
Dima-Hasao,"Circle Office/Local Administration, Local People, Water Resources Department",0,0,0,0,0,15,17-07-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Local People, Water Resources Department",0,0,0,0,0,15,18-07-2022
Karimganj,,3,0,0,0,0,0,19-07-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Local People, Water Resources Department",0,0,0,0,0,15,19-07-2022
Dima-Hasao,"Civil Defence/Trained Volunteers, Local People, Water Resources Department",0,0,0,0,0,15,20-07-2022
Dima-Hasao,"Circle Office/Local Administration, Civil Defence/Trained Volunteers, Water Resources Department, PWRD",0,0,0,0,0,15,23-07-2022
Dima-Hasao,"Circle Office/Local Administration, Civil Defence/Trained Volunteers, Local People, Water Resources Department",0,0,0,0,0,15,26-07-2022
Charaideo,Fire & Emergency Services (F&ES),1,25,0,0,0,0,28-07-2022
Dhemaji,SDRF,2,12,0,0,0,0,30-07-2022
Dhemaji,SDRF,2,50,0,0,0,1,31-07-2022
Lakhimpur,SDRF,1,40,12,0,0,2,01-08-2022
Dhemaji,NDRF,1,20,0,0,0,2,01-08-2022
Dhemaji,SDRF,1,3,0,0,0,0,11-10-2022
