S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,51.0,170556.0,HARI OM TRADER,INR,0.0,51,167601,PARMAR TRADERS,14-Jul-2020 08:21 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,52,167505,PIONEER AGRITECH SOLUTIONS PVT LTD,28-Jul-2020 04:53 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,53,167148,PIONEER INDUSTRIES,13-Jul-2020 02:18 PM,Rejected-Technical,Rejected Kindly see attachment,01-Oct-2020 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,54,167341,POLYHUB AGRO INTERNATIONAL,14-Jul-2020 10:17 AM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,55,167107,POWER SOLUTIONS,13-Jul-2020 07:29 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,56,167313,PUSHAP ENTERPRISES,13-Jul-2020 08:59 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,57,167517,PUSHPENDER VERMA,14-Jul-2020 05:01 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,58,167387,ROHIT COMMUNICATION,15-Jul-2020 01:43 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,59,167335,rommel associates,21-Jul-2020 11:53 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,60,167229,S3 Technology,13-Jul-2020 08:37 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,61,170102,SANJAY GENERAL STORE,28-Jul-2020 11:25 AM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,62,168913,Sanvi associate,22-Jul-2020 01:14 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,63,166853,SHIVALI ENTERPRISES,11-Jul-2020 04:22 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,64,167279,SOLAR DHARA TECHNOLOGIES,13-Jul-2020 06:25 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,65,167739,Star Agricare,15-Jul-2020 04:40 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,66,167698,sun astra energy solutions pvt ltd,18-Jul-2020 02:18 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,67,166745,Surya Sirmour,11-Jul-2020 06:41 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,68,168491,SWAN RANGERS,20-Jul-2020 05:55 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,69,167566,Swati Industries,14-Jul-2020 06:40 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,70,167688,Thakur Traders,15-Jul-2020 12:50 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,71,167092,THE DALIT UPLIFTMENT AND EMPOWERMENT MULTIPURPOSE CO OPERATIVE SOCIETY LTD,17-Jul-2020 12:34 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,72,167300,Universal Water Tcchnology,13-Jul-2020 07:56 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,73,170262,VIJAY TRADING CO,28-Jul-2020 08:24 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,74,167284,VIPAN SHARMA,13-Jul-2020 09:50 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,75,167543,VIPEN CHAND GOVT. CONTRACTOR,15-Jul-2020 01:55 PM,Accepted-AOC,Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,76,167057,vishavjeet thakur,26-Jul-2020 07:46 PM,Rejected-AOC,Not Empanelled,07-Jul-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
